word,grade,pos,frequency,hint,explanation,source
μετρό,3,noun,22,Πήγαμε στην πόλη με το μετρό.,Υπόγειος σιδηρόδρομος στην πόλη.,glossa-c-dim:curated
περιοχή,3,noun,5,Η περιοχή έχει πρόβλημα νερού και δεν υπάρχει ιατρική περίθαλψη για τους κατοίκους.,,glossa-c-dim
τρεις,3,number,14,Οι τρεις φίλοι παίζουν μαζί.,,glossa-c-dim:αριθμός
δίχως,3,noun,4,Κυκλοφορείς ανάμεσα στα πρόσωπα της ιστορίας δίχως εκείνα να σε βλέπουν.,,glossa-c-dim
καλύτερο,3,noun,4,Οι ευχές μου για έναν καλύτερο κόσμο Θα ήθελα,,glossa-c-dim
εμπρός,3,noun,5,Ο εμπρός φαίνεται στο κείμενο.,,glossa-c-dim
λαγκαδιά,3,noun,4,Αυτός ο αέρας είχε περάσει από κάθε κορφή και κάθε λαγκαδιά.,,glossa-c-dim
ψάρι,3,noun,4,Τώρα προτιμώ τις γατοτροφές με κοτόπουλο και ψάρι.,,glossa-c-dim
τηλέφωνο,3,noun,6,Γράφουμε σωστά τη λέξη «τηλέφωνο».,,glossa-c-dim
πρώτος,3,noun,4,Ο πρώτος φαίνεται στο κείμενο.,,glossa-c-dim
σκουπίδι,3,noun,4,Πέταξα το σκουπίδι στον κάδο.,,glossa-c-dim
ετοιμασία,3,noun,3,Γράφουμε σωστά τη λέξη «ετοιμασία».,,glossa-c-dim
καινούριος,3,noun,3,Ο καινούριος φαίνεται στο κείμενο.,,glossa-c-dim
μάγειρας,3,noun,3,Ο μάγειρας φαίνεται στο κείμενο.,,glossa-c-dim
πολιτεία,3,noun,3,Γράφουμε σωστά τη λέξη «πολιτεία».,,glossa-c-dim
τηλέγραφος,3,noun,2,Ο τηλέγραφος φαίνεται στο κείμενο.,,glossa-c-dim
τηλεσκόπιο,3,noun,2,Γράφουμε σωστά τη λέξη «τηλεσκόπιο».,,glossa-c-dim
τηλεφώνημα,3,noun,2,Το τηλεφώνημα το μάθαμε στο βιβλίο.,,glossa-c-dim
άγκυρα,3,noun,1,Ρίξαμε την άγκυρα στο λιμάνι.,Βαρύ μέταλλο που κρατάει το πλοίο στη θέση του.,glossa-c-dim:curated
αντίδωρο,3,noun,1,Πήραμε αντίδωρο μετά τη λειτουργία.,Μικρό κομμάτι ψωμί μετά τη λειτουργία.,glossa-c-dim:curated
αέρας,3,noun,5,Αυτός ο αέρας είχε περάσει από κάθε κορφή και κάθε λαγκαδιά.,,glossa-c-dim
ποτάμι,3,noun,4,Βοηθάω στο σπίτι φέρνοντας νερό από το ποτάμι.,,glossa-c-dim
γκρεμός,3,noun,2,Ο γκρεμός φαίνεται στο κείμενο.,,glossa-c-dim
βράχος,3,noun,3,"Ο βράχος απάνω στον βράχο, ο λόφος απάνω στον λόφο σχημάτιζαν το βουνό.",,glossa-c-dim
λόφος,3,noun,3,"Ο βράχος απάνω στον βράχο, ο λόφος απάνω στον λόφο σχημάτιζαν το βουνό.",,glossa-c-dim
γελώ,3,noun,4,Γελώ με τις φάρσες των φίλων μου.,,glossa-c-dim:curated
τραγουδώ,3,noun,4,Τραγουδώ μαζί με την τάξη.,,glossa-c-dim:curated
γειτονόπουλο,3,noun,2,Γράφουμε σωστά τη λέξη «γειτονόπουλο».,,glossa-c-dim
ταχυδρομικός,3,noun,2,Ο ταχυδρομικός φαίνεται στο κείμενο.,,glossa-c-dim
μαγειρεύω,3,verb,4,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «μαγειρεύω».,,glossa-c-dim
τηλεφωνώ,3,verb,4,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «τηλεφωνώ».,,glossa-c-dim
κουπαστή,3,noun,2,Κρατηθήκαμε από την κουπαστή.,Το κάγκελο στην άκρη του καταστρώματος.,glossa-c-dim:curated
λειτουργιά,3,noun,2,Φέραμε λειτουργιά στην εκκλησία.,Ψωμί που προσφέρεται στην εκκλησία.,glossa-c-dim:curated
αλώνισμα,3,noun,1,Μετά το θέρισμα έρχεται το αλώνισμα.,Χωρίζουμε τον καρπό από το άχυρο.,glossa-c-dim:curated
κατάστρωμα,3,noun,1,Περπατήσαμε στο κατάστρωμα του καραβιού.,Το πάτωμα πάνω στο πλοίο.,glossa-c-dim:curated
πηδάλιο,3,noun,1,Ο καπετάνιος κρατάει το πηδάλιο.,Το τιμόνι του πλοίου.,glossa-c-dim:curated
πλώρη,3,noun,1,Στεκόμασταν στην πλώρη του πλοίου.,Το μπροστινό μέρος του πλοίου.,glossa-c-dim:curated
πολυτάραχη,3,noun,1,Ήταν μια πολυτάραχη μέρα στη θάλασσα.,Με πολλές ταραχές και φασαρία.,glossa-c-dim:curated
πρύμνη,3,noun,1,Η σημαία κυμάτιζε στην πρύμνη.,Το πίσω μέρος του πλοίου.,glossa-c-dim:curated
ένατος,3,noun,5,Ο ένατος φαίνεται στο κείμενο.,,glossa-c-dim
γειτονεύω,3,verb,2,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «γειτονεύω».,,glossa-c-dim
ενώνω,3,verb,2,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «ενώνω».,,glossa-c-dim
πειράζω,3,verb,2,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «πειράζω».,,glossa-c-dim
θάμνος,3,noun,2,Ο θάμνος φαίνεται στο κείμενο.,,glossa-c-dim
δεκαοχτώ,3,number,1,Στα δεκαοχτώ ψηφίζουμε.,,glossa-c-dim:αριθμός
εφτά,3,number,12,Η εβδομάδα έχει εφτά μέρες.,,glossa-c-dim:αριθμός
τέσσερα,3,number,11,Το τετράγωνο έχει τέσσερα πλευρές.,,glossa-c-dim:αριθμός
Κύπρος,3,noun,7,Η Κύπρος είναι ένα μεγάλο νησί.,,glossa-c-dim:χώρα
οδός,3,noun,3,Ο οδός φαίνεται στο κείμενο.,,glossa-c-dim
άρτος,3,noun,2,Ο άρτος είναι το ψωμί της εκκλησίας.,"Ψωμί, συχνά στην εκκλησία.",glossa-c-dim:curated
αρτοφόρι,3,noun,2,Ο παπάς κρατάει το αρτοφόρι.,Σκεύος που κρατάει τον άρτο στην εκκλησία.,glossa-c-dim:curated
κατάρτι,3,noun,2,Το κατάρτι ήταν πολύ ψηλό.,Ψηλός στύλος του πλοίου για τα πανιά.,glossa-c-dim:curated
αρτοκλασία,3,noun,1,Στην αρτοκλασία μοιράζουν ψωμί.,Τελετή με ψωμί στην εκκλησία.,glossa-c-dim:curated
θέρισμα,3,noun,1,Το θέρισμα γίνεται το καλοκαίρι.,Το κόψιμο των σιτηρών στον αγρό.,glossa-c-dim:curated
λίχνισμα,3,noun,1,Το λίχνισμα καθαρίζει τον καρπό.,Καθαρίζουμε τον καρπό με τον αέρα.,glossa-c-dim:curated
προπέλα,3,noun,1,Η προπέλα γύριζε μέσα στο νερό.,Βιδώνει στο νερό και κινεί το πλοίο.,glossa-c-dim:curated
τέσσερις,3,number,4,Έχουμε τέσσερις εποχές.,,glossa-c-dim:αριθμός
πολύχρωμη,3,adjective,1,Η πολύχρωμη σημαία έχει πολλά χρώματα.,,glossa-c-dim:επίθετο:-η
τραγουδάω,3,noun,3,Τραγουδάω δυνατά στο μπάνιο.,,glossa-c-dim:curated
αδύναμος,3,adjective,2,Μετά την αρρώστια ένιωθα αδύναμος.,Κάποιος χωρίς πολλή δύναμη.,glossa-c-dim:επίθετο:-ος
είκοσι,3,number,5,Μετράω μέχρι το είκοσι.,,glossa-c-dim:αριθμός
κυκλάμινα,3,noun,1,Τα κυκλάμινα άνθισαν στον κήπο.,Λουλούδια που ανθίζουν το φθινόπωρο/χειμώνα.,glossa-c-dim:curated
ομόηχες,3,noun,1,Οι ομόηχες λέξεις ακούγονται ίδιες.,Λέξεις που ακούγονται ίδιες αλλά γράφονται αλλιώς.,glossa-c-dim:curated
δώδεκα,3,number,4,Ο χρόνος έχει δώδεκα μήνες.,,glossa-c-dim:αριθμός
δεκαεννιά,3,number,1,Το δεκαεννιά είναι πριν από το είκοσι.,,glossa-c-dim:αριθμός
δεκατέσσερα,3,number,1,Δύο εβδομάδες έχουν δεκατέσσερα μέρες.,,glossa-c-dim:αριθμός
Δεκέμβριος,3,noun,4,Τον Δεκέμβριος στολίζουμε το δέντρο.,,glossa-c-dim:μήνας
είκοσι εννιά,3,number,0,Το είκοσι εννιά είναι πριν από το τριάντα.,,glossa-c-dim:αριθμός
είκοσι τέσσερα,3,number,0,Το είκοσι τέσσερα είναι δύο δωδεκάδες.,,glossa-c-dim:αριθμός
Ιανουάριος,3,noun,2,Ο Ιανουάριος είναι ο πρώτος μήνας του χρόνου.,,glossa-c-dim:μήνας
Ιούλιος,3,noun,2,Τον Ιούλιος πάμε διακοπές.,,glossa-c-dim:μήνας
ενενήντα,3,number,1,Το ενενήντα είναι πριν από το εκατό.,,glossa-c-dim:αριθμός
πενήντα,3,number,1,Το πενήντα είναι μισό εκατό.,,glossa-c-dim:αριθμός
είκοσι έξι,3,number,0,Το είκοσι έξι έρχεται μετά το είκοσι πέντε.,,glossa-c-dim:αριθμός
εβδομήντα,3,number,0,Ο παππούς είναι περίπου εβδομήντα.,,glossa-c-dim:αριθμός
εξήντα,3,number,0,Η ώρα έχει εξήντα λεπτά.,,glossa-c-dim:αριθμός
πέντε,3,number,5,Το χέρι έχει πέντε δάχτυλα.,,glossa-c-dim:αριθμός
Σεπτέμβριος,3,noun,2,Τον Σεπτέμβριος ανοίγουν τα σχολεία.,,glossa-c-dim:μήνας
οχτώ,3,number,4,Το χταπόδι έχει οχτώ πόδια.,,glossa-c-dim:αριθμός
δεκατρία,3,number,3,Μετά το δώδεκα έρχεται το δεκατρία.,,glossa-c-dim:αριθμός
δεκαέξι,3,number,1,Στη γιορτή ήρθαν δεκαέξι παιδιά.,,glossa-c-dim:αριθμός
δεκαπέντε,3,number,1,Στα γενέθλιά μου έγινα δεκαπέντε.,,glossa-c-dim:αριθμός
γελάω,3,verb,3,"Όταν ακούω ανέκδοτο, γελάω.",,glossa-c-dim:αντίθετα
είκοσι πέντε,3,number,0,Το ένα τέταρτο της εκατοντάδας είναι είκοσι πέντε.,,glossa-c-dim:αριθμός
Βενετιά,3,noun,3,Ταξίδεψαν στη Βενετιά με το καράβι.,Η Βενετία· πόλη στην Ιταλία με κανάλια.,glossa-c-dim:χώρα
είκοσι ένα,3,number,0,Μετά το είκοσι έρχεται το είκοσι ένα.,,glossa-c-dim:αριθμός
είκοσι δύο,3,number,0,"Μετράω: είκοσι, είκοσι δύο, είκοσι τρία.",,glossa-c-dim:αριθμός
είκοσι εφτά,3,number,0,Το είκοσι εφτά είναι πριν από το είκοσι οχτώ.,,glossa-c-dim:αριθμός
είκοσι οχτώ,3,number,0,Το είκοσι οχτώ είναι τέσσερις εβδομάδες.,,glossa-c-dim:αριθμός
είκοσι τρία,3,number,0,Το είκοσι τρία είναι μετά το είκοσι δύο.,,glossa-c-dim:αριθμός
ροζ,3,adjective,2,Το φόρεμα είναι ροζ.,,glossa-c-dim:χρώμα
δέκα,3,number,5,Μετράω μέχρι το δέκα.,,glossa-c-dim:αριθμός
έντεκα,3,number,0,Το ρολόι δείχνει έντεκα.,,glossa-c-dim:αριθμός
ογδόντα,3,number,0,Η γιαγιά πλησιάζει τα ογδόντα.,,glossa-c-dim:αριθμός
σαράντα,3,number,0,Μέτρησα σαράντα καραμέλες.,,glossa-c-dim:αριθμός
τριάντα,3,number,0,Το τριάντα έρχεται μετά το είκοσι εννιά.,,glossa-c-dim:αριθμός
δεκαεφτά,3,number,1,Το δεκαεφτά έρχεται μετά το δεκαέξι.,,glossa-c-dim:αριθμός
έξι,3,number,4,Το ζάρι δείχνει έξι.,,glossa-c-dim:αριθμός
Κίνα,3,noun,1,Η Κίνα είναι μια μεγάλη χώρα στην Ασία.,,glossa-c-dim:χώρα
χιονοστιβάδα,3,noun,1,Η χιονοστιβάδα κατέβηκε από το βουνό.,Μεγάλη μάζα χιονιού που κατρακυλά.,glossa-c-dim:curated
εκατό,3,number,0,Μέτρησα μέχρι το εκατό.,,glossa-c-dim:αριθμός
παίζω,3,verb,52,Παίζω με τις λέξεις Διάβασε προσεκτικά το κείμενο και βρες τις αντίθετες λέξεις.,,glossa-c-dim
χιόνι,3,noun,36,"Τουλάχιστον επτά γάτες - οι δυο κατάμαυρες, και δυο σαν χιόνι κάτασπρες, για την αντίθεση.",,glossa-c-dim
ημερολόγιο,3,noun,19,Γράφω κάθε μέρα στο ημερολόγιο.,,glossa-c-dim
ψωμί,3,noun,48,Για λίγο ψωμί το είδα με τα μάτια μου.,,glossa-c-dim
αργυρώ,3,verb,44,Η αργυρώ φανερώνεται με δυνατή φωνή.,,glossa-c-dim
λέγονται,3,noun,14,Οι λέξεις που έχουν παρόμοια σημασία λέγονται συνώνυμες.,,glossa-c-dim
πάλι,3,noun,26,"Η γραμματική μου85 66 πάλι μαζί, λοιπόν!",,glossa-c-dim
μαριάννα,3,noun,30,Τουρτούρι: (Κουνάει το κεφάλι του καταφατικά.)* μαριάννα: Πες μου κάτι!,,glossa-c-dim
γιαγιά,3,noun,19,"Θα κλείσει τα οχτώ και «θα περπατήσει στα εννιά», όπως λέει η γιαγιά Μερόπη.",,glossa-c-dim
μητέρα,3,noun,12,Η γη κι η θάλασσα μητέρα ενώνουν τους ανθρώπους.,,glossa-c-dim
κήπος,3,noun,18,"Ήταν ένας τεράστιος πανέμορφος κήπος, με μαλακό πράσινο γρασίδι.",,glossa-c-dim
συμβουλέψου,3,noun,8,Συμβουλέψου το λεξικό σου και συμπλήρωσε τα γράμματα που λείπουν.,,glossa-c-dim
παρατηρώ,3,verb,28,Παρατηρώ και γράφω Βρες στο κείμενο και συμπλήρωσε τις παρακάτω προτάσεις.,,glossa-c-dim
βλέπω,3,verb,8,"Εγώ βλέπω, αυτός βλέπει, εγώ έχω, εμείς έχουμε.",,glossa-c-dim
καραγκιόζης,3,noun,23,Χορός του Καραγκιόζη με τα παιδιά του.) καραγκιόζης: Αα!,,glossa-c-dim
είδα,3,noun,13,Το είδα με τα μάτια μου.,,glossa-c-dim
γιορτή,3,noun,32,Ποιο κείμενο θα διάλεγες για να διαβάσεις στη σχολική γιορτή;,,glossa-c-dim
παππούς,3,noun,11,Ο παππούς διαβάζει παραμύθια.,,glossa-c-dim
γίνει,3,verb,25,Και λέγανε αυτό το παιδί θα γίνει ευφυΐα.,,glossa-c-dim
σκουπίδια,3,noun,11,Τα απορριμματοφόρα του Δήμου βγήκαν για να μαζέψουν τα σκουπίδια.,,glossa-c-dim
ύστερα,3,noun,17,"Κι ύστερα προσκάλεσαν και τον Βοριά να τους κάνει συντροφιά, κι ήρθε κι αυτός.",,glossa-c-dim
κομμάτι,3,noun,15,Βάλαμε κι ένα ωραίο κομμάτι στην εφημερίδα μας ανακοινώνοντας την υιοθεσία του οικοπέδου.,,glossa-c-dim
άρθρα,3,noun,8,Τα άρθρα τις και της γράφονται διαφορετικά.,,glossa-c-dim
κόσμου,3,noun,28,Γνωριμία με νέους φίλους και με σχολεία από άλλες χώρες του κόσμου.,,glossa-c-dim
συζήτησε,3,verb,21,Συζήτησε στην τάξη πώς νομίζεις ότι τα μηχανήματα αυτά βοηθούν τους μαθητές.,,glossa-c-dim
λέξεων,3,noun,17,Το χιόνι σκέπασε ακόμη και τα γράμματα των λέξεων.,,glossa-c-dim
γίγαντας,3,noun,31,Η γραμματική μου81 Ο εγωιστής γίγαντας (συνέχεια)86 Ο καιρός αλλάζει.,,glossa-c-dim
φώναξε,3,noun,15,"Ένας τους φώναξε: «Γεια σας, ψηλά βουνά!».",,glossa-c-dim
πρόσωπο,3,noun,28,Έτσι μπορούμε να καταλάβουμε σε ποιο πρόσωπο αναφέρονται.,,glossa-c-dim
είχαν,3,noun,24,Πώς τα κατάφερναν και είχαν πάντα επιτυχίες σε όλα τα μαθήματα;,,glossa-c-dim
κανείς,3,verb,17,Μαριάννα: Θα μου κανείς μια χάρη;,,glossa-c-dim
πρόσκληση,3,noun,11,Κι εγώ βρήκα μια πρόσκληση από τη γιορτή γενεθλίων της Μαργαρίτας.,,glossa-c-dim
κήπο,3,noun,30,Ήθελα να ’χω ένα σπίτι εξοχικό μ’ έναν πολύ μεγάλο κήπο.,,glossa-c-dim
δείχνουν,3,verb,16,Για ποιον λόγο θα επισκεπτόσουν τους χώρους που δείχνουν οι παρακάτω επιγραφές;,,glossa-c-dim
βασιλιά,3,noun,36,"Στο φεγγάρι συνάντησαν έναν παράξενο στρατό, τους Ιππόγυπους, και τον βασιλιά τους τον Ενδυμίωνα.",,glossa-c-dim
καθώς,3,noun,21,"Καθώς διαβάζουμε ένα κείμενο, οργανώνουμε τις πληροφορίες που βρίσκουμε σε αυτό.",,glossa-c-dim
χρειάζεται,3,noun,21,"Γράφω σωστά Συμπλήρωσε τα γράμματα που λείπουν, βάζοντας τόνο όπου χρειάζεται.",,glossa-c-dim
κάνουν,3,verb,15,"Κολυμπάνε σαν ψάρια, τρέχουν σαν γαζέλες και κάνουν πατινάζ σαν πραγματικοί επαγγελματίες.",,glossa-c-dim
λείπουν,3,verb,15,Διάβασε προσεκτικά το ημερολόγιο του Αριστείδη και συμπλήρωσε τα ρήματα που λείπουν.,,glossa-c-dim
βασιλιάς,3,noun,35,Δεν έχει μα» τον διέκοψε ο βασιλιάς.,,glossa-c-dim
κυρία,3,noun,19,Στα κυρία ονόματα γράφουμε το πρώτο γράμμα τους πάντα με κεφαλαίο.,,glossa-c-dim
προβλήματα,3,noun,19,"Αφού παιδεύτηκα να λύσω τα προβλήματα της Αριθμητικής, ετοιμάστηκα για να βγω να παίξω.",,glossa-c-dim
χαρτί,3,noun,14,"Το χαρτί, το γυαλί και το αλουμίνιο είναι υλικά που ανακυκλώνουμε.",,glossa-c-dim
συλλογή,3,noun,6,"Χώρισε τις παρακάτω λέξεις σε συλλαβές: γράμμα, γραμματόσημα, γραμματοκιβώτιο, συλλογή.",,glossa-c-dim
δέντρα,3,noun,11,"Σχεδίασε δέντρα, λουλούδια ή ζώα στη θέση που επιθυμείς.",,glossa-c-dim
ήμουν,3,verb,8,"Όταν ήμουν μωρό, τρεφόμουν με το γάλα της μαμάς μου.",,glossa-c-dim
πηγαίνω,3,verb,8,Άλλο πηγαίνω με το Μετρό κι άλλο μετρώ τα χρήματά μου.,,glossa-c-dim
καλύτερα,3,noun,17,Οι σημειώσεις σου θα σε βοηθήσουν να συμμετέχεις καλύτερα στη συζήτηση.,,glossa-c-dim
ποιήματος,3,noun,17,Γράφω σωστά Aντικαθιστώ τις εικόνες με λέξεις του ποιήματος.,,glossa-c-dim
εκφράσεις,3,verb,7,Κύκλωσε τις μεταφορικές εκφράσεις που υπάρχουν στην προηγούμενη άσκηση και εξήγησέ τες στην τάξη.,,glossa-c-dim
ομάδα,3,noun,31,Κάθε ομάδα αποφασίζει ποια ιστορία θα ανακοινωθεί στην τάξη.,,glossa-c-dim
ούτε,3,noun,24,"Όμως ποτέ δεν ήρθε η Άνοιξη, ούτε το Καλοκαίρι.",,glossa-c-dim
μαρκοβάλντο,3,noun,21,Ο μαρκοβάλντο σηκώθηκε από το κρεβάτι του νιώθοντας κάτι παράξενο στον αέρα.,,glossa-c-dim
εργασίες,3,noun,11,Ο Δήμος και ο Τίμος συμμετέχουν σε ομαδικές εργασίες.,,glossa-c-dim
συμβαίνει,3,verb,10,Τι συμβαίνει όμως στον υπόλοιπο κόσμο;,,glossa-c-dim
αυτόν,3,noun,15,Γι’ αυτόν τον λόγο κάνετε γενική συνέλευση και συζητάτε το θέμα.,,glossa-c-dim
αυλή,3,noun,11,Τα παιδιά παίζουν στην αυλή.,,glossa-c-dim
κώστα,3,noun,11,"Το κουζινοξωτικό προστάζει, δίνει εντολές στον κώστα.",,glossa-c-dim
κυπαρίσσια,3,noun,2,"Είχε λίγα οπωροφόρα, αρκετά κυπαρίσσια και πευκάκια.",,glossa-c-dim
ίδια,3,noun,17,Τώρα μας μιλά η Αργυρώ και λέει η ίδια τι κάνει.,,glossa-c-dim
παππού,3,noun,17,Η αναχώρηση Η σκληρή δουλειά Οι ιστορίες του παππού Ήτανε μια φορά...,,glossa-c-dim
οδηγίες,3,noun,14,Ο καθένας παίζει τον ρόλο του σύμφωνα με τις οδηγίες του δασκάλου.,,glossa-c-dim
