word,grade,pos,frequency,hint,explanation,source
αντίθετα,5,noun,7,"αντίθετα, ο ανεμόμυλος, χτισμένος σε ανεμόδαρτη τοποθεσία, αντιμετώπιζε ανέμους και…",,Και τα τρία
αντίστροφο,5,noun,3,"Μετατρέψτε την ενεργητική σύνταξη σε παθητική, και το αντίστροφο.",,Τεύχος 3
ανταμοιβή,5,noun,3,Η ανταμοιβή του αθλητή είναι η ικανοποίηση ότι ήρθε πρώτος.,,Τεύχος 3
αντικείμενα,5,noun,10,Βρείτε τα υποκείμενα και τα αντικείμενα των ρημάτων.,,Τεύχη 2+3
αντικείμενο,5,noun,32,Το αντικείμενο μπορεί να είναι μια λέξη: Ο Μισέλ πιάνει την κιθάρα του.,,Και τα τρία
ανυπάκουος,5,adjective,1,Το ανυπάκουο παιδί δεν κάθεται ήσυχα.,,Και τα τρία
αποστέλλω,5,verb,1,αποστέλλω το γράμμα στο ταχυδρομείο.,,Τεύχος 3
αποτελεσματικές,5,noun,5,Χρειάζονται αποτελεσματικές λύσεις στο πρόβλημα.,,Και τα τρία
Απρίλιος,5,noun,1,Τον Απρίλιο ανοίγουν πολλά λουλούδια.,,Τεύχος 2
απρόσωπα,5,noun,7,"Τα ρήματα πρόκειται, φαίνεται λέγονται απρόσωπα.",Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχος 2
απόδραση,5,noun,4,"Ρένα Πετροπούλου, Ο Σοφούλης ο Ψαλιδούλης και η απόδραση στο διάστημα, Εμπειρία…",,Τεύχος 3
απόλυτα,5,noun,6,Είμαι απόλυτα σίγουρος για την απάντησή μου.,,Τεύχη 1+3
αρέσει,5,verb,21,Της Βασιλικής τής αρέσει να τα φροντίζει και να παίζει μαζί τους.,,Και τα τρία
αρέσουν,5,verb,10,Ποια σημεία θα τους αρέσουν περισσότερο και ποια λιγότερο;,,Και τα τρία
αριθμητικά,5,noun,6,"Τα τακτικά αριθμητικά δείχνουν σειρά: πρώτος, δεύτερος.",Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχη 1+3
αρχίζει,5,verb,17,Η γιορτή έφτασε στο τέλος της κι η αίθουσα αρχίζει ν’ αδειάζει σιγά σιγά.,,Και τα τρία
αρχαία,5,noun,24,Ποια προέρχονται από τα αρχαία ελληνικά και ποια από άλλες γλώσσες;,,Και τα τρία
Ασία,5,noun,3,Η Ασία είναι η μεγαλύτερη ήπειρος.,,Τεύχη 2+3
αστέρι,5,noun,10,Το αστέρι λάμπει στον ουρανό.,,Τεύχη 2+3
αστικός,5,noun,2,Ο αστικός ιστός μεγαλώνει γρήγορα.,,Τεύχος 1
ατλαντίδα,5,noun,9,ΧΡΟΝΟΣ α΄ συνθετικό β΄ συνθετικό 60 Χαμένοι πολιτισμοί ατλαντίδα Υποθετικό νησί στον…,,Τεύχος 2
αφετηρία,5,noun,5,"Το γελώ, ξεφτίδι, ούτε ξε κίνησε από την αφετηρία.",,Τεύχος 1
αφού,5,noun,23,"αφού διαβάσετε προσεκτικά το κείμενο και παρατηρήσετε την εικόνα, περι γράψτε έναν…",,Και τα τρία
Αφρική,5,noun,4,Στην Αφρική ζουν λιοντάρια και ελέφαντες.,,Τεύχη 2+3
αόριστα,5,noun,2,"Μίλησε αόριστα, χωρίς λεπτομέρειες.",,Τεύχος 1
βάλτε,5,noun,12,βάλτε κόμμα όπου χρειάζεται στο παρακάτω κείμενο: Συνέντευξη με την Κίρα Σίνου...,,Και τα τρία
βιβλία,5,noun,45,"βιβλία, παιχνίδια ή ίσως και τρόφιμα ή φάρμακα, αν ήταν αναγκαίο;",,Και τα τρία
βιβλίου,5,noun,31,Θα στενοχωρηθώ πολύ αν δεν πάμε σήμερα στην έκθεση βιβλίου.,,Και τα τρία
βιβλίων,5,noun,25,Το «φως» των βιβλίων δε σβήνει ποτέ.,,Και τα τρία
βιβλιοθήκες,5,noun,7,"Βιογραφικό σημείωμα Δείτε ενότητα 9, Βιβλία – βιβλιοθήκες 3.",,Τεύχη 2+3
βιβλιοθήκη,5,noun,18,Τοποθετήστε το στη βιβλιοθήκη της τάξης σας.,,Τεύχος 2
βιογραφία,5,noun,4,Βρείτε στοιχεία για τη ζωή και το έργο του και γράψτε τη βιογραφία του.,,Τεύχος 2
γέννηση,5,noun,4,Αυτές θα μπορούσαμε να τις γράψουμε και έτσι: γέννηση στην Αθήνα.,,Τεύχος 2
γίνει,5,verb,28,"Πεινάω, ουφ, έμμο νη ιδέα μού έχει γίνει τούτο το ρήμα.",,Και τα τρία
γίνεται,5,noun,30,Πρέπει η εκπαίδευσή τους να γίνεται από νωρίς.,,Και τα τρία
γίνονται,5,noun,16,Ο παρακάτω πίνακας θα σας βοηθήσει: • Πού γίνονται τα γεγονότα;,,Και τα τρία
Γαλλία,5,noun,4,Στη Γαλλία είναι το Παρίσι.,,Τεύχη 2+3
γεννήθηκε,5,verb,4,"Ο γέρος του Μοριά Ο Θεόδωρος Κολοκοτρώνης γεννήθηκε στις 3 Απριλίου 1770, Δευτέρα του…",,Τεύχος 2
γιατί,5,other,105,γιατί χαμογελάς;,,Και τα τρία
γκοφρουά,5,noun,17,Κι ο γκοφρουά κι εγώ θέλαμε τον Εντ.,,Τεύχος 3
γνωστό,5,noun,8,Αυτό το τραγούδι μου είναι γνωστό.,,Και τα τρία
γνωστός,5,adjective,1,Αυτός ο δρόμος μου είναι γνωστός.,,Και τα τρία
γονείς,5,verb,9,Θα μιλήσω στους γονείς της ώστε να,,Τεύχη 1+2
γράψει,5,verb,10,Τι θα μπορούσα να έχω γράψει καλύτερα;,,Και τα τρία
γράψτε,5,noun,52,Διορθώστε και γράψτε το σωστό όπου κάνατε λάθος.,,Και τα τρία
γράψω,5,verb,9,Πώς μπορώ να το γράψω τώρα;,,Και τα τρία
γραμμές,5,noun,19,"Ο χάρτης μάς δείχνει τις οδούς και τις λεωφόρους, τις συγκοινωνιακές γραμμές (μετρό και…",,Και τα τρία
γραμμή,5,noun,18,Στην περι φέρεια του πρώτου κύκλου καθορίζουν ένα σημείο και τραβούν μια γραμμή.,,Και τα τρία
δέντρου,5,noun,2,Το φύλλο του δέντρου έπεσε στο χώμα.,,Τεύχος 1
δείτε,5,noun,32,Με τη βοήθεια του λεξικού σας δείτε τι καταφέρατε.,,Και τα τρία
Δεκέμβριος,5,noun,2,Τον Δεκέμβριο στολίζουμε το δέντρο.,,Τεύχη 2+3
Δευτέρα,5,noun,16,Η Δευτέρα είναι η πρώτη μέρα της σχολικής εβδομάδας.,,Και τα τρία
δημήτρης,5,noun,12,"Είναι εδώ ο δημήτρης;» «Δημήτρηηηη, έλα κάτω που σε θέλει η φίλη σου».",,Και τα τρία
δημόσιος,5,noun,2,Ο δημόσιος χώρος ανήκει σε όλους.,,Τεύχος 3
διάμετρος,5,noun,2,Η διάμετρος του κύκλου είναι διπλάσια της ακτίνας.,,Τεύχος 3
διάρκεια,5,noun,12,διάρκεια ζωής: 8-10 χρόνια Τα χαρακτηριστικά των ζώων 56 1.,,Και τα τρία
διάστημα,5,noun,26,Θα κατασκευάζο- νται (κατασκευάζομαι) στο διάστημα και…,,Τεύχη 2+3
διάφορα,5,noun,19,Μπορείτε να καταλάβετε τη διάφορα από το παράδειγμα: Η γιαγιά ήταν αγαπημένη από όλους.,,Και τα τρία
διέκοπτα,5,noun,2,Διέκοπτα συχνά το διάβασμα για λίγη ξεκούραση.,,Τεύχος 3
διέκοπτε,5,noun,2,Η σειρήνα διέκοπτε τη συζήτηση.,,Τεύχος 3
διέκοπτες,5,noun,2,Διέκοπτες τον αδελφό σου ενώ μιλούσε.,,Τεύχος 3
διέκοψαν,5,noun,3,Διέκοψαν το μάθημα για μια ανακοίνωση.,,Τεύχος 3
διέκοψε,5,noun,2,Η βροχή διέκοψε τον αγώνα.,,Τεύχος 3
διέκοψες,5,noun,2,Γιατί διέκοψες τη συζήτηση;,,Τεύχος 3
διακόψατε,5,verb,2,"Παρακαλώ, μη διακόψατε τον ομιλητή.",,Τεύχος 3
διαρκώς,5,noun,2,Διαρκώς επαναλαμβάνει το ίδιο λάθος.,,Τεύχος 2
διαφήμιση,5,noun,11,"Μας εντυπωσιάζει η διαφήμιση, μας υπνωτί ζουν τα πειστικά λόγια και το προτιμάμε.",,Τεύχος 3
διαφημίσεις,5,verb,16,Προβάλλουν με τις διαφημίσεις τα προϊόντα τους.,,Τεύχος 3
διψώ,5,verb,1,"Όταν τρέχω πολύ, διψώ.",,Και τα τρία
δούμε,5,verb,17,Ας δούμε τώρα μερικά στοιχεία γι’ αυτά τα σκυλιά.,,Και τα τρία
δραστηριότητες,5,noun,8,"Κάθε ομάδα, με τη σειρά της, παρουσιάζει τις δραστηριότητες της στην άλλη.",,Και τα τρία
δρόμο,5,noun,9,Από τα πρώτα σχολικά χρόνια είχε αποφασίσει ποιο δρόμο θα ακολουθούσε στη ζωή του.,,Και τα τρία
δύσκολη,5,noun,8,"Αυτό όμως απαιτούσε μεγάλα χρηματικά ποσά, που η εξοικονόμησή τους φαινόταν δύσκολη.",,Και τα τρία
είχα,5,noun,12,"Οδυσσέας, 18-1-2004 Αν είχα τέτοια μηχανή, θα ταξίδευα σε όλες τις εποχές.",,Και τα τρία
είχαν,5,noun,28,Ποιες χώρες θα είχαν τότε πρόβλημα;,,Και τα τρία
ειδήσεις,5,verb,4,Άκουσα τις ειδήσεις στο ραδιόφωνο.,,Τεύχος 3
εικόνα,5,noun,18,"Αφού διαβάσετε προσεκτικά το κείμενο και παρατηρήσετε την εικόνα, περι γράψτε έναν…",,Και τα τρία
εικόνες,5,noun,15,Μπορείτε να περιγράψετε με μια ιστοριούλα αυτά που συμ βαίνουν στις εικόνες;,,Και τα τρία
εκατομμύρια,5,noun,2,Η οικοδόμη ση του Στόουνχεντζ και των άλλων πελώριων μνημείων προϋποθέτει εκατομμύρια…,,Τεύχη 2+3
εκδηλώσεις,5,verb,11,Συζητήστε στην τάξη: • Ποιος ενθαρρύνει και βοηθάει τις πολιτιστικές εκδηλώσεις και πώς;,,Και τα τρία
εκμεταλλευτούν,5,verb,3,"Έτσι, θα μπορούν οι κάτοικοι του Άρη να εκμεταλλευτούν τις ενεργειακές πηγές του πλανήτη».",,Τεύχος 3
εκπληκτικός,5,noun,2,Ο καιρός σήμερα είναι εκπληκτικός.,,Τεύχος 3
εκτός,5,noun,19,"Το συναντάμε σε όλα τα χρώματα και τους συνδυασμούς, εκτός του μαύρου.",,Και τα τρία
Ελλάδα,5,noun,37,Ζούμε στην Ελλάδα.,,Και τα τρία
ελληνικά,5,noun,13,Ποια προέρχονται από τα αρχαία ελληνικά και ποια από άλλες γλώσσες;,,Και τα τρία
ελληνική,5,noun,18,"Η ελληνική μυθολογία, η Βίβλος, το έπος του Γκιλγκαμές (Ασσυριακό Έπος, τέλος 3ης π.Χ.",,Και τα τρία
ενεργητική,5,noun,17,Πώς μετατρέπουμε την παθητική σύνταξη σε ενεργητική  Το παθητικό ρήμα γίνεται ενεργητικό.,,Τεύχος 3
ενθαρρύνει,5,verb,2,Συζητήστε στην τάξη: • Ποιος ενθαρρύνει και βοηθάει τις πολιτιστικές εκδηλώσεις και πώς;,,Τεύχη 1+3
εννοούνται,5,noun,1,"Συνήθως αυτές τις αντωνυμίες δεν τις λέμε, αφού εννοούνται εύκολα: Είμαστε πρωταθλητές.",,Τεύχος 2
εντελώς,5,noun,6,"Μόλις σταματήσει εντελώς στην αποβάθρα και ανοίξουν οι πόρτες, μη βιαστείτε να μπείτε…",,Τεύχη 1+3
εξακολουθητική,5,noun,8,Η εξακολουθητική προσπάθεια φέρνει αποτέλεσμα.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Και τα τρία
εξακολουθητικός,5,noun,8,Αυτός ο χρόνος του ρήματος λέγεται εξακολουθητικός μέλλοντας.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Και τα τρία
εξετάζω,5,verb,2,Ο γιατρός εξετάζει τον ασθενή με προσοχή.,,Τεύχος 3
εξωτερική,5,noun,6,Ρούτσος σύνθεση του von Hess 89 90 • Πώς περιγράφεται η εξωτερική εμφάνιση του…,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχη 1+2
επιθέτου,5,noun,3,Συμπληρώστε τα κενά βάζοντας τον σωστό τύπο του επιθέτου: • Η συναυλία του ………………..,,Τεύχος 1
ερωτήσεις,5,verb,17,Απαντήστε στις παρακάτω ερωτήσεις: • Γιατί η έκθεση του Υπουργείου Πολιτισμού πήρε τον…,,Και τα τρία
ευθύγραμμο,5,noun,5,Χαράζεται το ευθύγραμμο τμήμα ΔΕ=4 εκ.,,Τεύχος 3
Ευρώπη,5,noun,11,Η Ελλάδα ανήκει στην Ευρώπη.,,Και τα τρία
εύκολα,5,noun,13,Μπορεί να το διαβάσει κανείς εύκολα;,,Και τα τρία
ζωντανός,5,noun,3,Ο ζωντανός οργανισμός αναπνέει και κινείται.,,Τεύχη 2+3
θέμα,5,noun,32,Γιατί πιστεύετε ότι διάλεξαν αυτό το θέμα;,,Και τα τρία
θέση,5,noun,23,Προσέξτε τις αλλαγές που χρειάζεται μερι κές φορές να κάνουμε στη θέση του τόνου.,,Και τα τρία
θαλασσί,5,adjective,7,Η θάλασσα έχει χρώμα θαλασσί.,,Τεύχος 1
θαυμασμός,5,noun,2,Κοίταξε με θαυμασμό το έργο τέχνης.,,Τεύχος 3
Ιανουάριος,5,noun,1,Ο Ιανουάριος είναι ο πρώτος μήνας του χρόνου.,,Τεύχος 1
ικανοποίηση,5,noun,3,Η ανταμοιβή του αθλητή είναι η ικανοποίηση ότι ήρθε πρώτος.,,Τεύχος 3
Ιούλιος,5,noun,8,Τον Ιούλιος πάμε διακοπές.,,Και τα τρία
Ιούνιος,5,noun,1,Τον Ιούνιος τελειώνει το σχολείο.,,Τεύχος 1
ιστορία,5,noun,20,Δείτε τι συμ βαίνει στην επόμενη ιστορία: Τα λόγια λείπουν από τις εικόνες μας.,,Και τα τρία
Ιταλία,5,noun,4,Η Ιταλία έχει το σχήμα μπότας.,,Τεύχη 1+2
κάλαντα,5,noun,31,Αλλά πιο πολύ απ’ όλα η μάγισσα Φρικαντέλα μισούσε τα κάλαντα.,,Τεύχος 2
κάνουμε,5,verb,11,Τα ρήματα που είναι μαυρισμένα μας λένε τι δεν πρέπει να κάνουμε.,,Και τα τρία
κάνω,5,verb,17,Η Δωροθέα είπε «Παναΐτσα μου» και ρώτησε «Τι θα κάνω τώρα;».,,Και τα τρία
κάποια,5,noun,13,Υπάρχει κάποια που διαφέρει και γιατί;,,Και τα τρία
κάτι,5,noun,61,Αλλά ο χρόνος που ξέρουν τα ρολόγια ήταν κάτι αφύσικο για το δάσος.,,Και τα τρία
κέδρος,5,noun,31,"Ο μεγάλος περίπατος του Πέτρου, Αθήνα, κέδρος 1971.",,Και τα τρία
κέντρο,5,noun,20,"Αφού μπείτε στο βαγόνι, προχωρήστε προς το κέντρο και αφήστε χώρο για τους υπόλοιπους…",,Και τα τρία
Κίνα,5,noun,4,Η Κίνα είναι μια μεγάλη χώρα στην Ασία.,,Τεύχη 2+3
κίτρινος,5,adjective,3,Ο κίτρινος ήλιος λάμπει.,,Τεύχη 2+3
καθώς,5,noun,24,"Καθώς περπατούσαμε, άρχισε να βρέχει.",,Και τα τρία
καινούριο,5,adjective,6,Φόρεσα το καινούριο παλτό.,,Τεύχη 1+2
καιρός,5,noun,6,Ο καιρός θα είναι αίθριος αύριο.,,Και τα τρία
κακουχίες,5,noun,2,Αντιμετώπισαν πολλές κακουχίες στο ταξίδι.,,Τεύχος 1
κακός,5,adjective,3,Ο λύκος στο παραμύθι είναι κακός.,,Τεύχη 1+3
καλά,5,noun,22,"Επίσης, τα μπουλντόγκ τα πηγαίνουν καλά με τα άλλα ζώα, και με τις γάτες ακόμη.",,Και τα τρία
καλοκαίρι,5,noun,5,Το καλοκαίρι κολυμπάμε στη θάλασσα.,,Και τα τρία
καλό,5,noun,11,"Και, βέβαια, δεν της αρέσανε καθόλου τα παραμύθια με καλό τέλος.",,Τεύχη 2+3
κανείς,5,verb,20,Μπορεί να το διαβάσει κανείς εύκολα;,,Και τα τρία
κατασκευάζω,5,verb,2,"Αντονέλλι Μάρκο, Βλέπω, ενεργώ, κατασκευάζω, μετάφρ.",,Τεύχος 3
κατασκευές,5,noun,24,"Φωλιές, λαγούμια και κελύφη, είναι όλα κατασκευές που γίνονται από τα ζώα.",,Τεύχος 3
κατηγορούμενο,5,noun,8,Αυτή τη λέξη τη λέμε κατηγορούμενο.,,Τεύχη 2+3
καφέ,5,adjective,1,Η σοκολάτα είναι καφέ.,,Τεύχος 1
κειμένου,5,noun,27,Μπορείτε να εξηγήσετε την ορθογραφία των μαυρισμένων γραμμάτων από τις λέ ξεις του…,,Και τα τρία
κινητός,5,adjective,1,Ο κινητός τροχός γυρίζει.,,Και τα τρία
κοινωνία,5,noun,6,"Σήμερα το θέατρο σκιών είναι ιδιαίτερα αγαπητό στην ελληνική κοινωνία, και ιδίως στα…",,Τεύχος 3
κολλώ,5,verb,1,Με την κόλλα κολλώ τα χαρτιά.,,Και τα τρία
κολοκοτρώνης,5,noun,3,"Ο γέρος του Μοριά Ο Θεόδωρος κολοκοτρώνης γεννήθηκε στις 3 Απριλίου 1770, Δευτέρα του…",,Τεύχος 2
κοντά,5,noun,22,κοντά στο δεξαμενόπλοιο υπάρχει ακόμα μια πετρελαιοκηλίδα μήκους πέντε χιλιομέτρων.,,Και τα τρία
κορίτσι,5,noun,5,Μπορείτε να βρείτε πίσω από ποιες λέξεις κρύβεται το κορίτσι και από ποιες ο Δημήτρης;,,Τεύχος 1
κουτσό,5,noun,12,Σήμερα τα παιδιά στο σχολείο δεν παίζουν κουτσό.,,Τεύχος 2
Κυριακή,5,noun,7,Την Κυριακή τρώμε όλοι μαζί.,,Και τα τρία
κόκκινο,5,adjective,11,Το μήλο είναι κόκκινο.,,Και τα τρία
κόκκινος,5,adjective,16,Ο κόκκινος κύκλος είναι ζωηρός.,,Και τα τρία
κύκλος,5,noun,18,Ο κύκλος είναι στρογγυλός.,,Και τα τρία
Κύπρος,5,noun,4,Η Κύπρος είναι ένα μεγάλο νησί.,,Και τα τρία
λέγεται,5,noun,15,Έτσι λέγεται ο επιστημονικός κλάδος που ασχολείται με τον σχεδιασμό και την οργάνωση των…,,Και τα τρία
λευκός,5,adjective,7,Ο λευκός κύκνος κολυμπά στη λίμνη.,,Και τα τρία
λεωφορεία,5,noun,2,Τα λεωφορεία περνούν κάθε μισή ώρα.,,Τεύχος 1
λόγια,5,noun,23,Περιγράψτε με δικά σας λόγια τα συναισθήματα αυτά.,,Και τα τρία
μάγισσα,5,noun,11,"Για να σας δώσω να καταλάβετε, η μάγισσα Φρικαντέλα δεν έτρωγε ποτέ καλαμαράκια.",,Τεύχος 2
μάθηση,5,noun,2,Η μάθηση χρειάζεται υπομονή και επανάληψη.,,Τεύχος 3
Μάιος,5,noun,4,Τον Μάιος γιορτάζουμε την Πρωτομαγιά.,,Τεύχη 1+2
Μάρτιος,5,noun,9,Τον Μάρτιος αρχίζει η άνοιξη.,,Και τα τρία
μέθυσα,5,noun,2,Η λέξη «μέθυσα» γράφεται με υ.,,Τεύχος 2
μέλλον,5,noun,13,Το «θα διαβάζω» σημαίνει μια πράξη που θα γίνεται συνέχεια ή θα επαναλαμβάνεται στο…,,Και τα τρία
μέλλοντας,5,noun,22,Αυτός ο χρόνος του ρήματος λέγεται εξακολουθητικός μέλλοντας.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Και τα τρία
μέρα,5,noun,23,"Μόνο με μια κοπέλα, νόστιμη γαλανομάτα Εγγλεζίτσα, τα χάλασα από την πρώτη μέρα.",,Και τα τρία
μέχρι,5,noun,21,Η Δέσποινα κοιμήθηκε μέχρι το μεσημέρι.,,Και τα τρία
μήνυσα,5,noun,2,Η λέξη «μήνυσα» γράφεται με η.,,Τεύχος 2
μήπως,5,other,9,μήπως ξέρεις τον δρόμο;,,Και τα τρία
μαζί,5,noun,62,Κυλούσε μαζί με τη ζωή και γινόταν ένα μ’ αυτή.,,Και τα τρία
μακριά,5,noun,16,Η γάτα κούναγε τη μακριά ουρά της.,,Και τα τρία
μακρύ,5,noun,6,Ρίξαμε κλήρο με το κοντό και το μακρύ στάχυ...,,Τεύχη 1+3
μαύρος,5,adjective,10,Ο μαύρος σκύλος τρέχει στην αυλή.,,Και τα τρία
μεγάλη,5,adjective,27,Η μεγάλη πόρτα ανοίγει δύσκολα.,,Και τα τρία
μεγάλο,5,noun,18,Εβδομήντα οκτώ μήνες αργότερα ένα μεγάλο τμήμα του έργου ολοκληρώθηκε.,,Και τα τρία
μετάφρ,5,noun,59,"Κίπλινγκ Ράντγιαρντ, Το βιβλίο της ζούγκλας, μετάφρ.",,Και τα τρία
μεταξύ,5,noun,17,Διαβάστε και πάλι τον διάλογο που είχαν μεταξύ τους τα δύο παιδιά.,,Και τα τρία
μετρό,5,noun,17,Συμβουλευτείτε το υπόμνημα και βρείτε: • Ποιες γραμμές του μετρό φαίνονται στον χάρτη…,,Τεύχη 1+2
μηνώ,5,verb,2,Θα μηνώ στην αστυνομία αν χρειαστεί.,,Τεύχος 2
μικρή,5,adjective,11,Η μικρή γάτα κοιμάται στο καλάθι.,,Τεύχη 1+2
μικρό,5,noun,16,Ο σκίουρος έβλεπε κάπως μικρό το μερμήγκι για έναν τόσο μεγάλο αγώνα.,,Τεύχη 1+2
μουσική,5,noun,24,"Πατάκη, Αθήνα, 1999 25 • Μην ακούτε μουσική με τον ήχο στη διαπασών.",,Και τα τρία
μπαίνει,5,verb,7,Η εσωτερική αύξηση μπαίνει μόνο όταν τονίζεται.,,Και τα τρία
μπερδεύω,5,verb,1,Μην μπερδεύω τις λέξεις όταν διαβάζεις.,,Και τα τρία
μπλε,5,adjective,4,Ο ουρανός είναι μπλε.,,Τεύχος 3
μπορείτε,5,noun,65,μπορείτε να βρείτε και άλλες πληροφορίες σε εγκυκλοπαίδειες.,,Και τα τρία
μπορούν,5,verb,24,Τι μπορούν να κάνουν τα παιδιά σύμφωνα με τους ποιητές;,,Και τα τρία
μπορούσα,5,noun,9,Τι θα μπορούσα να έχω γράψει καλύτερα;,,Και τα τρία
μπουλντόγκ,5,noun,5,"Επίσης, τα μπουλντόγκ τα πηγαίνουν καλά με τα άλλα ζώα, και με τις γάτες ακόμη.",,Τεύχος 1
μπροστά,5,noun,29,"Ω παιδιά μου, μπροστά σ’ αυτό το Ποίημα μετράει μόνο η σιωπή.",,Και τα τρία
μυστήριο,5,noun,4,Έπειτα μυστήριο κάλυψε τους πέτρινους γίγαντες!,,Τεύχος 2
μυστηρίου,5,noun,3,"Μπορείτε να προτείνετε μια σειρά θεμάτων: γνώσης, αθλητισμού, καθημερινότητας…",,Τεύχος 2
