word,grade,pos,hint,definition,family,synonyms,source,difficulty
ντουλάπα,3,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,2
ντρέπομαι,3,verb,Κάθε μέρα ___ με προσοχή.,,,,mathima-orthografias,2
ντύνομαι,3,verb,___ γρήγορα για το σχολείο.,,,,mathima-orthografias,2
ξηραίνω,3,verb,Θέλω να ___ μαζί με τους φίλους μου.,,,,mathima-orthografias,1
ξύλινο,3,adj,Είναι πολύ ___ για την ηλικία του.,,,,mathima-orthografias,1
οδηγία,3,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
πέτρινος,3,adj,Το κάστρο είναι ___.,,,,mathima-orthografias,2
παράθυρο,3,noun,Άνοιξε το ___ να μπει λίγος αέρας.,,,,mathima-orthografias,2
παραλία,3,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
περίφημος,3,adj,Επισκεφτήκαμε έναν ___ ζωγράφο.,,,,mathima-orthografias,2
περιμένω,3,verb,___ το λεωφορείο στη στάση.,,,,mathima-orthografias,2
πινακίδα,3,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,2
πλένομαι,3,verb,___ τα χέρια πριν φάω.,,,,mathima-orthografias,2
πλατεία,3,noun,Συναντηθήκαμε στην ___.,,,,mathima-orthografias,1
πλούσιος,3,adj,Ο βασιλιάς ήταν ___.,,,,mathima-orthografias,2
ποδηλάτης,3,noun,Χωρίς τον ___ δεν ολοκληρώνεται η πρόταση.,,,,mathima-orthografias,2
ποντικός,3,adj,Είναι πολύ ___ για την ηλικία του.,,,,mathima-orthografias,2
προσευχή,3,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,2
πρόεδρος,3,noun,Στο μάθημα μιλήσαμε για τον ___.,,,,mathima-orthografias,2
σάλπιγγα,3,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,2
σαΐτα,3,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
σακούλα,3,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
σεΐχης,3,noun,Περιγράψαμε τον ___ στην έκθεση.,,,,mathima-orthografias,1
σκέφτομαι,3,verb,___ την απάντηση προσεκτικά.,,,,mathima-orthografias,2
σκιάχτρο,3,noun,Στο μάθημα μιλήσαμε για το ___.,,,,mathima-orthografias,2
σκοτεινή,3,adj,Μου φάνηκε ___ αυτό που είδα.,,,,mathima-orthografias,2
σκοτεινός,3,adj,Ο διάδρομος είναι ___.,,,,mathima-orthografias,2
συμβουλή,3,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,2
σωπαίνω,3,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
ταπεινό,3,adj,Ο καιρός σήμερα είναι ___.,,,,mathima-orthografias,1
τεράστιος,3,adj,Το αποτέλεσμα ήταν ___.,,,,mathima-orthografias,2
τολμηρός,3,adj,Μου φάνηκε ___ αυτό που είδα.,,,,mathima-orthografias,2
τρίβομαι,3,verb,Πρέπει να ___ πριν φύγουμε.,,,,mathima-orthografias,2
υφαίνω,3,verb,Παλιά ___ στο αργαλειό.,,,,mathima-orthografias,1
φάλαινα,3,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
φαΐ,3,noun,Έτοιμο το ___· ελάτε!,,,,mathima-orthografias,1
φασαρία,3,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
φορεσιά,3,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
φουσκώνω,3,verb,Χθες ___ για πολλή ώρα.,,,,mathima-orthografias,2
φυτεύω,3,verb,___ ντομάτες στον κήπο.,,,,mathima-orthografias,1
φωτεινό,3,adj,Είναι πολύ ___ για την ηλικία του.,,,,mathima-orthografias,1
φωτεινός,3,adj,Το δωμάτιο είναι ___.,,,,mathima-orthografias,2
χάρτινη,3,adj,Το αποτέλεσμα ήταν ___.,,,,mathima-orthografias,1
χάρτινος,3,adj,Έφτιαξα έναν ___ αετό.,,,,mathima-orthografias,2
χειμώνα,3,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
χελιδόνι,3,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,2
χορηγία,3,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
ψησταριά,3,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,2
πιπεραίνω,3,verb,___ λίγο τη σούπα για να νοστιμίσει.,,,,mathima-orthografias-verbs,2
πλαταίνω,3,verb,Με την άσκηση ___ τους ώμους μου.,,,,mathima-orthografias-verbs,2
ξεραίνω,3,verb,___ τα ρούχα στον ήλιο μετά το πλύσιμο.,,,,mathima-orthografias-verbs,2
ξερνώ,3,verb,"Όταν με πιάνει ναυτία, ___.",,,,mathima-orthografias-verbs,2
προλαβαίνω,3,verb,___ το λεωφορείο αν τρέξω.,,,,mathima-orthografias-verbs,2
χορταίνω,3,verb,___ εύκολα με λίγο φαγητό.,,,,mathima-orthografias-verbs,1
θυμίζω,3,verb,___ στη μαμά να αγοράσει γάλα.,,,,mathima-orthografias-verbs,1
διαλέγω,3,verb,___ το κόκκινο μολύβι από την κασετίνα.,,,,mathima-orthografias-verbs,1
δοκιμάζω,3,verb,___ το κέικ που έφτιαξε η γιαγιά.,,,,mathima-orthografias-verbs,1
κουρεύω,3,verb,___ τα μαλλιά του σκύλου με προσοχή.,,,,mathima-orthografias-verbs,1
κυλώ,3,verb,___ την μπάλα κάτω από το τραπέζι.,,,,mathima-orthografias-verbs,1
σκεπάζω,3,verb,___ το μωρό με την κουβέρτα.,,,,mathima-orthografias-verbs,1
ψηφίζω,3,verb,___ για τον πρόεδρο της τάξης.,,,,mathima-orthografias-verbs,2
φροντίζω,3,verb,___ τα φυτά στον κήπο.,,,,mathima-orthografias-verbs,1
καταφέρω,3,verb,___ να τελειώσω την εργασία εγκαίρως.,,,,mathima-orthografias-verbs,2
πείθω,3,verb,Προσπαθώ να ___ τους φίλους μου.,,,,mathima-orthografias-verbs,2
ναυαγώ,3,verb,Στο παραμύθι ___ σε ένα έρημο νησί.,,,,mathima-orthografias-verbs,2
σηκώνομαι,3,verb,___ νωρίς κάθε πρωί.,,,,mathima-orthografias-verbs,1
δροσίζομαι,3,verb,___ στη σκιά το καλοκαίρι.,,,,mathima-orthografias-verbs,2
ζαλίζομαι,3,verb,___ όταν γυρίζω γρήγορα.,,,,mathima-orthografias-verbs,2
τρελαίνομαι,3,verb,___ με τα αστεία του κλόουν.,,,,mathima-orthografias-verbs,2
φτιάχνομαι,3,verb,___ γρήγορα πριν φύγουμε.,,,,mathima-orthografias-verbs,2
ψήνομαι,3,verb,Στον ήλιο ___ από τη ζέστη.,,,,mathima-orthografias-verbs,2
ασχολούμαι,3,verb,___ με το διάβασμα κάθε απόγευμα.,,,,mathima-orthografias-verbs,2
διηγούμαι,3,verb,___ ένα παραμύθι στα μικρά παιδιά.,,,,mathima-orthografias-verbs,2
θεός,3,noun,Στην αρχαία Ελλάδα πίστευαν σε κάθε ___.,,,,mathima-orthografias-lemmas,1
παγώνι,3,noun,Το ___ άνοιξε την ουρά του.,,,,mathima-orthografias-lemmas,1
