word,grade,pos,hint,definition,family,synonyms,source,difficulty
δέμα,2,noun,Έβαλα το ___ στη σωστή θέση.,,,,mathima-orthografias,1
δέντρο,2,noun,Κάτω από το ___ καθόμαστε στον ίσκιο.,,,,mathima-orthografias,1
δίνω,2,verb,___ ένα δώρο στον φίλο μου.,,,,mathima-orthografias,1
δίσεκτο,2,noun,Χωρίς το ___ δεν γίνεται η δουλειά.,,,,mathima-orthografias,1
δίστιχο,2,noun,Στην εικόνα βλέπω ένα ___.,,,,mathima-orthografias,1
δίτροχο,2,noun,Στο μάθημα μιλήσαμε για το ___.,,,,mathima-orthografias,1
δίψηφο,2,noun,Έβαλα το ___ στη σωστή θέση.,,,,mathima-orthografias,1
δαγκώνω,2,verb,Πρέπει να ___ πριν φύγουμε.,,,,mathima-orthografias,1
δείχνω,2,verb,___ με το δάχτυλο τον χάρτη.,,,,mathima-orthografias,1
δρόμος,2,noun,Περπατάμε στον ___ για το σχολείο.,,,,mathima-orthografias,1
δόρυ,2,noun,Στην εικόνα βλέπω ένα ___.,,,,mathima-orthografias,1
δύναμη,2,noun,Χρειάζεται ___ για να σηκώσεις το κουτί.,,,,mathima-orthografias,1
δύσβατο,2,noun,Έβαλα το ___ στη σωστή θέση.,,,,mathima-orthografias,1
δύσκολο,2,noun,Το ___ είναι χρήσιμο στην καθημερινή ζωή.,,,,mathima-orthografias,1
δώρο,2,noun,Άνοιξα το ___ με χαρά.,,,,mathima-orthografias,1
εγγόνι,2,noun,Χωρίς το ___ δεν γίνεται η δουλειά.,,,,mathima-orthografias,1
εκδρομή,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
εξοχή,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
εποχή,2,noun,Το φθινόπωρο είναι η αγαπημένη μου ___.,,,,mathima-orthografias,1
ευχή,2,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
ζήλια,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
ζητάω,2,verb,Χθες ___ για πολλή ώρα.,,,,mathima-orthografias,1
ζητώ,2,verb,Μπορώ να ___ χωρίς βοήθεια.,,,,mathima-orthografias,1
ζυγίζω,2,verb,___ τα μήλα στην αγορά.,,,,mathima-orthografias,1
ζυγώνω,2,verb,Κάθε μέρα ___ με προσοχή.,,,,mathima-orthografias,1
ζυμώνω,2,verb,Σήμερα θα ___ στο σπίτι.,,,,mathima-orthografias,1
ζώνη,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
ζώο,2,noun,Χωρίς το ___ δεν γίνεται η δουλειά.,,,,mathima-orthografias,1
θάβω,2,verb,"Όταν τελειώσω τα μαθήματα, θα ___.",,,,mathima-orthografias,1
θήκη,2,noun,Βάλε τα γυαλιά στη ___.,,,,mathima-orthografias,1
θηλιά,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
θυμός,2,noun,Μην αφήνεις τον ___ να σε κυριεύει.,,,,mathima-orthografias,1
κάλπη,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
κάλτσα,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
κάμπος,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
καρέκλα,2,noun,Κάθισε στην ___ δίπλα μου.,,,,mathima-orthografias,1
καρδιά,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
καρπός,2,noun,Το μήλο είναι ___ του δέντρου.,,,,mathima-orthografias,1
καρτέλα,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
καρφί,2,noun,Χωρίς το ___ δεν γίνεται η δουλειά.,,,,mathima-orthografias,1
καρότο,2,noun,Το ___ κάνει καλό στα μάτια.,,,,mathima-orthografias,1
κατσίκα,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
κεντώ,2,verb,Θέλω να ___ μαζί με τους φίλους μου.,,,,mathima-orthografias,1
κερί,2,noun,Το ___ είναι χρήσιμο στην καθημερινή ζωή.,,,,mathima-orthografias,1
κερδίζω,2,verb,"Όταν τελειώσω τα μαθήματα, θα ___.",,,,mathima-orthografias,1
κεφάλι,2,noun,Φόρεσε καπέλο στο ___.,,,,mathima-orthografias,1
κινητό,2,noun,Στην εικόνα βλέπω ένα ___.,,,,mathima-orthografias,1
κλέφτης,2,noun,Στο μάθημα μιλήσαμε για τον ___.,,,,mathima-orthografias,1
κλειδί,2,noun,Χάθηκε το ___ της πόρτας.,,,,mathima-orthografias,1
κλειστό,2,adj,Η απάντηση ήταν ___.,,,,mathima-orthografias,1
κλωστή,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
κοινός,2,adj,Είναι πολύ ___ για την ηλικία του.,,,,mathima-orthografias,1
κοπέλα,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
κορυφή,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
κρήτη,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
κυκλώνω,2,verb,Πρέπει να ___ πριν φύγουμε.,,,,mathima-orthografias,1
κόβω,2,verb,___ το χαρτί με το ψαλίδι.,,,,mathima-orthografias,1
κόρη,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
κύμα,2,noun,Στην εικόνα βλέπω ένα ___.,,,,mathima-orthografias,1
λάμπα,2,noun,Άναψε τη ___ γιατί σκοτείνιασε.,,,,mathima-orthografias,1
λάσπη,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
λίμνη,2,noun,Τα παπιά κολυμπούν στη ___.,,,,mathima-orthografias,1
λαγός,2,noun,Χωρίς τον ___ δεν ολοκληρώνεται η πρόταση.,,,,mathima-orthografias,1
λαμπάδα,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
λεκάνη,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
λεφτά,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
λοχίας,2,noun,Ο ___ παίζει σημαντικό ρόλο στην ιστορία.,,,,mathima-orthografias,1
λούζω,2,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
λύση,2,noun,Βρήκαμε τη ___ του προβλήματος.,,,,mathima-orthografias,1
μάγος,2,noun,Περιγράψαμε τον ___ στην έκθεση.,,,,mathima-orthografias,1
μάχη,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
μέλισσα,2,noun,Η ___ μαζεύει νέκταρ.,,,,mathima-orthografias,1
μήλο,2,noun,Έφαγα ένα κόκκινο ___.,,,,mathima-orthografias,1
μαθητής,2,noun,Ο ___ σήκωσε το χέρι.,,,,mathima-orthografias,1
μανία,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
ματώνω,2,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
μελετώ,2,verb,___ για το διαγώνισμα.,,,,mathima-orthografias,1
μερίδα,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
μετρώ,2,verb,___ μέχρι το δέκα.,,,,mathima-orthografias,1
μηχανή,2,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
μιλάω,2,verb,___ με τη γιαγιά στο τηλέφωνο.,,,,mathima-orthografias,1
μιλώ,2,verb,___ δυνατά στην τάξη.,,,,mathima-orthografias,1
μισθός,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
μπαλώνω,2,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
μπλούζα,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
μπορεί,2,noun,Το ___ είναι χρήσιμο στην καθημερινή ζωή.,,,,mathima-orthografias,1
μυρίζω,2,verb,Μπορώ να ___ χωρίς βοήθεια.,,,,mathima-orthografias,1
μωρό,2,noun,Το ___ κοιμάται στην κούνια.,,,,mathima-orthografias,1
νικητής,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
ξαπλώνω,2,verb,Σήμερα θα ___ στο σπίτι.,,,,mathima-orthografias,1
ξεπλένω,2,verb,Θέλω να ___ μαζί με τους φίλους μου.,,,,mathima-orthografias,1
ξινός,2,adj,Το λεμόνι είναι ___.,,,,mathima-orthografias,1
ξυρίζω,2,verb,"Όταν τελειώσω τα μαθήματα, θα ___.",,,,mathima-orthografias,1
ξύστρα,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
οδηγός,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
οξύ,2,noun,Στο μάθημα μιλήσαμε για το ___.,,,,mathima-orthografias,1
πάγος,2,noun,Ο ___ παίζει σημαντικό ρόλο στην ιστορία.,,,,mathima-orthografias,1
πάπλωμα,2,noun,Το ___ είναι χρήσιμο στην καθημερινή ζωή.,,,,mathima-orthografias,1
πέτρα,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
πίθηκος,2,noun,Περιγράψαμε τον ___ στην έκθεση.,,,,mathima-orthografias,1
πίνακας,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
πίνδος,2,noun,Στο μάθημα μιλήσαμε για τον ___.,,,,mathima-orthografias,1
πίστη,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
παίρνω,2,verb,___ το λεωφορείο για το σχολείο.,,,,mathima-orthografias,1
παγκάκι,2,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,1
παγωτό,2,noun,Έφαγα ___ βανίλια.,,,,mathima-orthografias,1
παγώνω,2,verb,Θέλω να ___ μαζί με τους φίλους μου.,,,,mathima-orthografias,1
πακέτο,2,noun,Στο μάθημα μιλήσαμε για το ___.,,,,mathima-orthografias,1
πατώνω,2,verb,"Όταν τελειώσω τα μαθήματα, θα ___.",,,,mathima-orthografias,1
περνάω,2,verb,Χθες ___ για πολλή ώρα.,,,,mathima-orthografias,1
περνώ,2,verb,___ τον δρόμο με προσοχή.,,,,mathima-orthografias,1
πηδώ,2,verb,___ πάνω από το σχοινί.,,,,mathima-orthografias,1
πλάτη,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
πλακάκι,2,noun,Στο μάθημα μιλήσαμε για το ___.,,,,mathima-orthografias,1
πληγή,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
πληρώνω,2,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
πουλί,2,noun,Το ___ κελαηδάει στο κλαδί.,,,,mathima-orthografias,1
πουλώ,2,verb,Ο μανάβης ___ ντομάτες.,,,,mathima-orthografias,1
πρήζω,2,verb,Μπορώ να ___ χωρίς βοήθεια.,,,,mathima-orthografias,1
πρωινός,2,adj,Το αποτέλεσμα ήταν ___.,,,,mathima-orthografias,1
πρόβατο,2,noun,Το ___ βόσκει στο χωράφι.,,,,mathima-orthografias,1
πρόταση,2,noun,Γράψε μια σωστή ___.,,,,mathima-orthografias,1
πτώμα,2,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,1
πόρτα,2,noun,Κλείσε την ___ όταν φεύγεις.,,,,mathima-orthografias,1
πύργος,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
ρακέτα,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
ρολόι,2,noun,Το ___ δείχνει την ώρα.,,,,mathima-orthografias,1
ρωτάω,2,verb,___ όταν δεν καταλαβαίνω.,,,,mathima-orthografias,1
σαλάτα,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
σαύρα,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
σεισμός,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
σκάβω,2,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
σκάλα,2,noun,Ανέβα τη ___ προσεκτικά.,,,,mathima-orthografias,1
σκαλίζω,2,verb,Χθες ___ για πολλή ώρα.,,,,mathima-orthografias,1
σκηνή,2,noun,Χωρίς την ___ δεν προχωράμε.,,,,mathima-orthografias,1
σκοινί,2,noun,Χωρίς το ___ δεν γίνεται η δουλειά.,,,,mathima-orthografias,1
σκούπα,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
σκυλί,2,noun,Στο μάθημα μιλήσαμε για το ___.,,,,mathima-orthografias,1
σκύβω,2,verb,Θέλω να ___ μαζί με τους φίλους μου.,,,,mathima-orthografias,1
σκύλος,2,noun,Ο ___ γαβγίζει στην αυλή.,,,,mathima-orthografias,1
σπάθι,2,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,1
σπίρτο,2,noun,Χωρίς το ___ δεν γίνεται η δουλειά.,,,,mathima-orthografias,1
στάχυ,2,noun,Από το ___ γίνεται το αλεύρι.,,,,mathima-orthografias,1
στέγη,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
σταγόνα,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
στεγνώνω,2,verb,___ τα ρούχα στον ήλιο.,,,,mathima-orthografias,2
στρίβω,2,verb,___ δεξιά στο φανάρι.,,,,mathima-orthografias,1
συλλαβή,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
συνοδός,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
συνταγή,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
σύνθημα,2,noun,Έβαλα το ___ στη σωστή θέση.,,,,mathima-orthografias,1
σύρμα,2,noun,Το ___ είναι χρήσιμο στην καθημερινή ζωή.,,,,mathima-orthografias,1
τέλος,2,noun,Χωρίς τον ___ δεν ολοκληρώνεται η πρόταση.,,,,mathima-orthografias,1
τέχνη,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
ταξίδι,2,noun,Στην εικόνα βλέπω ένα ___.,,,,mathima-orthografias,1
ταραχή,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
ταύρος,2,noun,Ο ___ παίζει σημαντικό ρόλο στην ιστορία.,,,,mathima-orthografias,1
τεντώνω,2,verb,Χθες ___ για πολλή ώρα.,,,,mathima-orthografias,1
τζάκι,2,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,1
τιμώ,2,verb,Πρέπει να ___ πριν φύγουμε.,,,,mathima-orthografias,1
τράπεζα,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
τρένο,2,noun,Το ___ έφτασε στην ώρα του.,,,,mathima-orthografias,1
τρέχω,2,verb,___ στην αυλή με τους φίλους μου.,,,,mathima-orthografias,1
τρίβω,2,verb,Στην τάξη μάθαμε πώς να ___.,,,,mathima-orthografias,1
τρίμμα,2,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,1
τρώω,2,verb,___ πρωινό πριν φύγω.,,,,mathima-orthografias,1
τσάι,2,noun,Πίνουμε ___ το απόγευμα.,,,,mathima-orthografias,1
τυρί,2,noun,Βάλε ___ στο τοστ.,,,,mathima-orthografias,1
τυχερή,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
φάκελος,2,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
φίλη,2,noun,Η ___ μου ήρθε στο πάρτι.,,,,mathima-orthografias,1
φαγητό,2,noun,Το ___ μυρίζει υπέροχα.,,,,mathima-orthografias,1
φακή,2,noun,Στην εικόνα βλέπω μια ___.,,,,mathima-orthografias,1
φανέλα,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
φλούδα,2,noun,Η ___ φαίνεται καθαρά στην πρόταση.,,,,mathima-orthografias,1
φούσκα,2,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
φτηνές,2,noun,Κοίταξα το ___ με περιέργεια.,,,,mathima-orthografias,1
φυλακή,2,noun,Περιγράψαμε την ___ στην έκθεση.,,,,mathima-orthografias,1
φυσώ,2,verb,___ τα κεράκια της τούρτας.,,,,mathima-orthografias,1
φυτό,2,noun,Το ___ χρειάζεται νερό.,,,,mathima-orthografias,1
φωνήεν,2,noun,Έβαλα το ___ στη σωστή θέση.,,,,mathima-orthografias,1
χάδι,2,noun,Το ___ είναι χρήσιμο στην καθημερινή ζωή.,,,,mathima-orthografias,1
χέρι,2,noun,Σήκωσε το ___ σου ψηλά.,,,,mathima-orthografias,1
χαλάω,2,verb,Μην ___ τα παιχνίδια.,,,,mathima-orthografias,1
χαρά,2,noun,Νιώθω μεγάλη ___ σήμερα.,,,,mathima-orthografias,1
χαρίζω,2,verb,Σήμερα θα ___ στο σπίτι.,,,,mathima-orthografias,1
χορός,2,noun,Στη γιορτή κάναμε ___.,,,,mathima-orthografias,1
χρήματα,2,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
χτενίζω,2,verb,"Όταν τελειώσω τα μαθήματα, θα ___.",,,,mathima-orthografias,1
χτυπώ,2,verb,___ την πόρτα πριν μπω.,,,,mathima-orthografias,1
ψαλίδι,2,noun,Στην εικόνα βλέπω ένα ___.,,,,mathima-orthografias,1
ψαρά,2,noun,Στο μάθημα μιλήσαμε για την ___.,,,,mathima-orthografias,1
ψαρώνω,2,verb,Κάθε μέρα ___ με προσοχή.,,,,mathima-orthografias,1
ψυχή,2,noun,Έμαθα τι σημαίνει η λέξη ___.,,,,mathima-orthografias,1
ψωνίζω,2,verb,Θέλω να ___ μαζί με τους φίλους μου.,,,,mathima-orthografias,1
όλυμπος,2,noun,Περιγράψαμε τον ___ στην έκθεση.,,,,mathima-orthografias,1
όρος,2,noun,Στην εικόνα βλέπω έναν ___.,,,,mathima-orthografias,1
έχω,2,verb,___ ένα μολύβι στην τσάντα μου.,,,,mathima-orthografias-verbs,1
λέω,2,verb,___ την αλήθεια στη δασκάλα.,,,,mathima-orthografias-verbs,1
ζω,2,verb,___ στην Αθήνα με την οικογένειά μου.,,,,mathima-orthografias-verbs,1
θέλω,2,verb,___ να μάθω ορθογραφία.,,,,mathima-orthografias-verbs,1
πίνω,2,verb,___ νερό μετά την άσκηση.,,,,mathima-orthografias-verbs,1
μπορώ,2,verb,___ να λύσω την άσκηση μόνος μου.,,,,mathima-orthografias-verbs,1
δένω,2,verb,___ τα κορδόνια μου πριν φύγω.,,,,mathima-orthografias-verbs,1
λύνω,2,verb,___ τις ασκήσεις μαθηματικών.,,,,mathima-orthografias-verbs,1
πέφτω,2,verb,Μερικές φορές ___ όταν τρέχω γρήγορα.,,,,mathima-orthografias-verbs,1
φεύγω,2,verb,___ από το σχολείο στις δύο.,,,,mathima-orthografias-verbs,1
έρχομαι,2,verb,___ στο σχολείο με τα πόδια.,,,,mathima-orthografias-verbs,1
φέρνω,2,verb,___ τα βιβλία μου κάθε μέρα.,,,,mathima-orthografias-verbs,1
ρίχνω,2,verb,___ την μπάλα στον φίλο μου.,,,,mathima-orthografias-verbs,1
σβήνω,2,verb,___ τον πίνακα μετά το μάθημα.,,,,mathima-orthografias-verbs,1
σηκώνω,2,verb,___ το χέρι όταν ξέρω την απάντηση.,,,,mathima-orthografias-verbs,1
αλλάζω,2,verb,___ ρούχα μετά την προπόνηση.,,,,mathima-orthografias-verbs,1
προσέχω,2,verb,___ όταν διασχίζω τον δρόμο.,,,,mathima-orthografias-verbs,1
νομίζω,2,verb,___ ότι η απάντηση είναι σωστή.,,,,mathima-orthografias-verbs,1
συμφωνώ,2,verb,___ με την πρόταση της παρέας.,,,,mathima-orthografias-verbs,1
ψάχνω,2,verb,___ τα κλειδιά μου παντού.,,,,mathima-orthografias-verbs,1
φτιάχνω,2,verb,___ μια κατασκευή με τουβλάκια.,,,,mathima-orthografias-verbs,1
ζωγραφίζω,2,verb,___ ένα τοπίο στο τετράδιο.,,,,mathima-orthografias-verbs,1
πατώ,2,verb,___ το κουμπί για να ανοίξει η πόρτα.,,,,mathima-orthografias-verbs,1
κερνάω,2,verb,___ τους φίλους μου χυμό.,,,,mathima-orthografias-verbs,1
κλέβω,2,verb,Δεν πρέπει να ___ τα πράγματα των άλλων.,,,,mathima-orthografias-verbs,2
σέρνω,2,verb,___ την καρέκλα δίπλα στο τραπέζι.,,,,mathima-orthografias-verbs,1
χαιρετώ,2,verb,___ τη δασκάλα το πρωί.,,,,mathima-orthografias-verbs,1
σταματώ,2,verb,___ στο κόκκινο φανάρι.,,,,mathima-orthografias-verbs,1
τολμώ,2,verb,___ να δοκιμάσω κάτι καινούργιο.,,,,mathima-orthografias-verbs,2
προτιμώ,2,verb,___ το μήλο από το πορτοκάλι.,,,,mathima-orthografias-verbs,1
γλιστρώ,2,verb,Στον πάγο ___ εύκολα αν δεν προσέχω.,,,,mathima-orthografias-verbs,1
Γιάννης,2,noun,Ο ___ είναι ο καλύτερός μου φίλος.,,,,mathima-orthografias-lemmas,1
πεπόνι,2,noun,Το καλοκαίρι τρώω γλυκό ___.,,,,mathima-orthografias-lemmas,1
πρωινό,2,noun,Το ___ μου είναι γάλα και ψωμί.,,,,mathima-orthografias-lemmas,1
