word,grade,pos,hint,definition,family,synonyms,source,difficulty
γελώ,2,verb,Γέλασαν όλοι με το ανέκδοτο.,ξεσπώ σε γέλια,,,a_b_c_lexiko,1
γεμάτος,2,adj,Το κουτί είναι γεμάτο μολύβια.,που έχει μέσα πολλά,,,a_b_c_lexiko,1
γεμίζω,2,verb,Γέμισε το ποτήρι με νερό.,κάνω κάτι γεμάτο,,,a_b_c_lexiko,1
γευστικός,2,adj,Το φαγητό ήταν πολύ γευστικό.,με ωραία γεύση,,,a_b_c_lexiko,2
γεωργός,2,noun,Ο γεωργός ποτίζει τα φυτά.,αγρότης,,,a_b_c_lexiko,1
γλυπτό,2,noun,Το γλυπτό βρίσκεται στην πλατεία.,έργο γλυπτικής,,,a_b_c_lexiko,1
γνωστός,2,adj,Αυτός ο δρόμος μου είναι γνωστός.,που τον ξέρουμε,,,a_b_c_lexiko,1
γράμμα,2,noun,Έστειλε ένα γράμμα στη γιαγιά.,επιστολή· σύμβολο αλφαβήτου,,,a_b_c_lexiko,2
γρατσουνιά,2,noun,Έχει μια μικρή γρατσουνιά στο χέρι.,ελαφρύ σημάδι στο δέρμα,,,a_b_c_lexiko,2
γρατσουνώ,2,verb,Η γάτα με γρατσούνισε λίγο.,χαράζω ελαφρά το δέρμα,,,a_b_c_lexiko,2
δίκαιος,2,adj,Ο κριτής ήταν δίκαιος με όλους.,που κρίνει σωστά,,,a_b_c_lexiko,1
δισκοβολία,2,noun,Η δισκοβολία είναι αγώνισμα του στίβου.,ρίψη δίσκου,,,a_b_c_lexiko,2
δυνατός,2,adj,Έχει δυνατό σώμα από την άσκηση.,με δύναμη,,,a_b_c_lexiko,1
δύση,2,noun,Παρακολουθήσαμε τη δύση του ήλιου.,το να βασιλεύει ο ήλιος,,,a_b_c_lexiko,1
επίπεδος,2,adj,Ο δρόμος είναι επίπεδος και εύκολος.,χωρίς υψώματα,,,a_b_c_lexiko,1
επιτρέπω,2,verb,Δεν επιτρέπω φωνές στην τάξη.,δίνω άδεια,,,a_b_c_lexiko,1
ερώτηση,2,noun,Έκανε μια δύσκολη ερώτηση.,αυτό που ρωτάμε,,,a_b_c_lexiko,1
ευαίσθητος,2,adj,Είναι ευαίσθητος στις αλλαγές του καιρού.,που αντιδρά εύκολα,,,a_b_c_lexiko,2
ευγενικός,2,adj,Ήταν ευγενικός με τους επισκέπτες.,με καλούς τρόπους,,,a_b_c_lexiko,2
ικανός,2,adj,Είναι ικανός να λύσει το πρόβλημα.,που μπορεί,,,a_b_c_lexiko,1
καθαρός,2,adj,Κράτα καθαρό το δωμάτιό σου.,χωρίς βρομιά,,,a_b_c_lexiko,1
κατάληξη,2,noun,Η κατάληξη της λέξης δείχνει το γένος.,τέλος λέξης,,,a_b_c_lexiko,1
καταλαβαίνω,2,verb,Καταλαβαίνω τι εννοείς.,αντιλαμβάνομαι,,,a_b_c_lexiko,2
κατεβάζω,2,verb,Κατέβασε το βιβλίο από το ράφι.,φέρνω κάτι κάτω,,,a_b_c_lexiko,1
κατεβαίνω,2,verb,Κατεβαίνω τις σκάλες προσεκτικά.,πηγαίνω προς τα κάτω,,,a_b_c_lexiko,2
κατώτερος,2,adj,Βρίσκεται σε κατώτερη θέση.,χαμηλότερος,,,a_b_c_lexiko,2
κενός,2,adj,Το κουτί είναι κενό.,άδειος,,,a_b_c_lexiko,1
κλάμα,2,noun,Άκουσα κλάμα από το διπλανό δωμάτιο.,"κλάμα, κλαυθμός",,,a_b_c_lexiko,1
κλήμα,2,noun,Το κλήμα έδωσε πολλά σταφύλια.,άμπελος,,,a_b_c_lexiko,1
κλαίω,2,verb,Το μωρό κλαίει όταν πεινάει.,βγάζω δάκρυα,,,a_b_c_lexiko,1
κλείνω,2,verb,Κλείνω την πόρτα όταν φεύγω.,κάνω κάτι να κλείσει,,,a_b_c_lexiko,1
κλειστός,2,adj,Το μαγαζί είναι κλειστό την Κυριακή.,που δεν είναι ανοιχτός,,,a_b_c_lexiko,1
κοιμάμαι,2,verb,Κοιμάμαι νωρίς τα βράδια.,πέφτω για ύπνο,,,a_b_c_lexiko,1
κοιμίζω,2,verb,Η νανουρίσματα κοιμίζει το μωρό.,κάνω κάποιον να κοιμηθεί,,,a_b_c_lexiko,1
κοπάδι,2,noun,Ένα κοπάδι πρόβατα περνούσε τον δρόμο.,ομάδα ζώων,,,a_b_c_lexiko,1
κοστίζω,2,verb,Πόσο κοστίζει αυτό το βιβλίο;,έχω τιμή,,,a_b_c_lexiko,1
κουραστικός,2,adj,Ήταν ένας κουραστικός περίπατος.,που κουράζει,,,a_b_c_lexiko,2
λαχταρώ,2,verb,Λαχταρώ να δω τους φίλους μου.,επιθυμώ έντονα,,,a_b_c_lexiko,1
λεπτός,2,adj,Έκοψε λεπτές φέτες ψωμί.,"λεπτός, όχι χοντρός",,,a_b_c_lexiko,1
λουλούδι,2,noun,Μύρισε το λουλούδι στον κήπο.,άνθος,,,a_b_c_lexiko,1
μαζεύω,2,verb,Μάζεψε τα παιχνίδια από το πάτωμα.,συγκεντρώνω,,,a_b_c_lexiko,1
μισώ,2,verb,Μισώ την αδικία.,νιώθω αντιπάθεια,,,a_b_c_lexiko,1
μπρούμυτα,2,adj,Έπεσε μπρούμυτα στην άμμο.,με το πρόσωπο κάτω,,,a_b_c_lexiko,2
ξαφνικός,2,adj,Ακούστηκε ένας ξαφνικός θόρυβος.,απρόσμενος,,,a_b_c_lexiko,1
ξεντύνω,2,verb,Ξέντυσε το μωρό για το μπάνιο.,βγάζω τα ρούχα,,,a_b_c_lexiko,1
ξεχνώ,2,verb,Μην ξεχνάς τα κλειδιά σου.,δεν θυμάμαι,,,a_b_c_lexiko,1
οινόπνευμα,2,noun,Το οινόπνευμα χρησιμοποιείται για απολύμανση.,αλκοόλη,,,a_b_c_lexiko,2
ομαλός,2,adj,Ο δρόμος είναι ομαλός και ασφαλής.,χωρίς ανωμαλίες,,,a_b_c_lexiko,1
ορατός,2,adj,Το βουνό είναι ορατό από μακριά.,που φαίνεται,,,a_b_c_lexiko,1
παραδέχομαι,2,verb,Παραδέχτηκε το λάθος του.,αναγνωρίζω,,,a_b_c_lexiko,2
παραλήπτης,2,noun,Ο παραλήπτης υπέγραψε για το δέμα.,που παραλαμβάνει,,,a_b_c_lexiko,2
πιάνω,2,verb,Πιάσε προσεκτικά το ποτήρι.,κρατώ με το χέρι,,,a_b_c_lexiko,1
πιλότος,2,noun,Ο πιλότος προσγείωσε το αεροπλάνο.,χειριστής αεροπλάνου,,,a_b_c_lexiko,1
πιστεύω,2,verb,Πιστεύω ότι θα τα καταφέρουμε.,έχω εμπιστοσύνη,,,a_b_c_lexiko,1
πλένω,2,verb,Πλένω τα χέρια πριν το φαγητό.,καθαρίζω με νερό,,,a_b_c_lexiko,1
πονηρός,2,adj,Το πονηρό αλεπουδάκι ξεγέλασε όλους.,έξυπνος με δόλο,,,a_b_c_lexiko,1
πονόψυχος,2,adj,Είναι πονόψυχος με τα ζώα.,"ευαίσθητος, συμπονετικός",,,a_b_c_lexiko,2
πραγματικός,2,adj,Αυτός είναι πραγματικός φίλος.,αληθινός,,,a_b_c_lexiko,2
προηγούμαι,2,verb,Η άνοιξη προηγείται του καλοκαιριού.,έρχομαι πριν,,,a_b_c_lexiko,2
προσγειώνω,2,verb,Ο πιλότος προσγείωσε το αεροπλάνο με ασφάλεια.,φέρνω στο έδαφος,,,a_b_c_lexiko,2
προσλαμβάνω,2,verb,Η εταιρεία προσέλαβε νέους υπαλλήλους.,παίρνω στη δουλειά,,,a_b_c_lexiko,2
πρόσωπο,2,noun,Έχει χαρούμενο πρόσωπο σήμερα.,φυσιογνωμία,,,a_b_c_lexiko,1
σέβομαι,2,verb,Σέβομαι τους μεγαλύτερους.,δείχνω σεβασμό,,,a_b_c_lexiko,1
σκληρόκαρδος,2,adj,Μην είσαι σκληρόκαρδος με τους αδύναμους.,χωρίς συμπόνια,,,a_b_c_lexiko,3
σκληρός,2,adj,Ο πάγος είναι σκληρός.,όχι μαλακός,,,a_b_c_lexiko,1
σκούρος,2,adj,Φόρεσε ένα σκούρο μπλε πουκάμισο.,βαθύ χρώμα,,,a_b_c_lexiko,1
σπορ,2,noun,Το ποδόσφαιρο είναι δημοφιλές σπορ.,άθλημα,,,a_b_c_lexiko,1
στέλνω,2,verb,Στέλνω μήνυμα στη φίλη μου.,αποστέλλω,,,a_b_c_lexiko,1
συμπαθητικός,2,adj,Είναι συμπαθητικός σε όλους.,αξιαγάπητος,,,a_b_c_lexiko,3
τακτοποιημένος,2,adj,Κράτα τακτοποιημένο το γραφείο σου.,σε τάξη,,,a_b_c_lexiko,3
τιμή,2,noun,Η τιμή του εισιτηρίου είναι χαμηλή.,κόστος· τιμή/τιμητική αναγνώριση,,,a_b_c_lexiko,1
υπάκουος,2,adj,Το υπάκουο παιδί άκουσε τη συμβουλή.,που υπακούει,,,a_b_c_lexiko,1
υποφέρω,2,verb,Υποφέρει από πονοκέφαλο.,"πονώ, υπομένω",,,a_b_c_lexiko,1
υποφερτός,2,adj,Ο πόνος είναι ακόμα υποφερτός.,που αντέχεται,,,a_b_c_lexiko,2
φτηνός,2,adj,Βρήκαμε ένα φτηνό εισιτήριο.,χαμηλής τιμής,,,a_b_c_lexiko,1
ψέμα,2,noun,Μην λες ψέματα στους φίλους σου.,αναλήθεια,,,a_b_c_lexiko,1
ψεύτικος,2,adj,Το ψεύτικο διαμάντι έλαμπε σαν αληθινό.,όχι πραγματικός,,,a_b_c_lexiko,1
