word,grade,pos,hint,definition,family,synonyms,source,difficulty
ανοικοδόμηση,5,noun,Η ανοικοδόμηση της πόλης κράτησε χρόνια.,ξαναχτίσιμο,"ανοικοδομώ,",,d_est_lexiko,3
ανοσία,5,noun,Ο εμβολιασμός ενισχύει την ανοσία.,προστασία του οργανισμού από νόσο,,,d_est_lexiko,3
αντέχω,5,verb,Αντέχει να αντιμετωπίσει τις δυσκολίες.,έχω δύναμη να υπομείνω,"αντοχή, ανθεκτικός, ανθεκτικότητα",,d_est_lexiko,3
αντήχηση,5,noun,Η αντήχηση στη σπηλιά ήταν δυνατή.,αντίλαλος,"αντηχώ, αντηχητικά (επίρρ.)",,d_est_lexiko,3
αντίδραση,5,noun,Η αντίδραση του κοινού ήταν θερμή.,ενέργεια ως απάντηση σε κάτι,"αντιδραστήρας, αντιδραστήριο, αντιδραστικός, αντιδραστικότητα",,d_est_lexiko,3
αντίθεση,5,noun,Υπάρχει μεγάλη αντίθεση ανάμεσα στις δύο απόψεις.,"διαφορά, αντιπαράθεση",,,d_est_lexiko,3
αντίρρηση,5,noun,Δεν εξέφρασε καμία αντίρρηση στην πρόταση.,"διαφωνία, ένσταση",,,d_est_lexiko,3
αντίστροφος,5,adj,Το πλοίο πήρε αντίστροφη πορεία.,"αντίθετος, ανάποδος",,,d_est_lexiko,3
ανταμοιβή,5,noun,Η ανταμοιβή του ήταν ένα δίπλωμα.,επιβράβευση,,,d_est_lexiko,3
αντανάκλαση,5,noun,Η αντανάκλαση του ήλιου στο νερό τύφλωνε.,αντανακλώμενο φως,,,d_est_lexiko,3
ανταπόκριση,5,noun,Οι εκκλήσεις βρήκαν μεγάλη ανταπόκριση.,θετική αντίδραση,,,d_est_lexiko,3
αντιπαθώ,5,verb,Αντιπαθώ την αδικία.,απεχθάνομαι,"αντιπαθής, αντιπάθεια, αντιπαθητικός,",,d_est_lexiko,3
αντρεία,5,noun,Στον πόλεμο του 1940 φάνηκε η αντρεία των στρατιωτών.,γενναιότητα,,,d_est_lexiko,3
αντωνυμία,5,noun,Η αντωνυμία αντικαθιστά το ουσιαστικό.,μέρος του λόγου που αντικαθιστά όνομα,,,d_est_lexiko,3
ανόρθωση,5,noun,Η ανόρθωση της οικονομίας χρειάζεται χρόνο.,"αποκατάσταση, στήριξη",,,d_est_lexiko,3
ανύπαρκτος,5,adj,Ο κίνδυνος αποδείχτηκε ανύπαρκτος.,που δεν υπάρχει,"ανύπαρκτα (επίρρ.), ανυπαρξία",,d_est_lexiko,3
αξία,5,noun,Η αξία της φιλίας είναι ανεκτίμητη.,σημασία· χρηματική εκτίμηση,"αξίζω, άξιος, άξια (επίρρ.), αξιοσύνη, αξίωση",,d_est_lexiko,3
αξίωση,5,noun,Έχει αξίωση να τον ακούσουν όλοι.,"απαίτηση, διεκδίκηση",,,d_est_lexiko,3
αξιοπιστία,5,noun,Η αξιοπιστία του μάρτυρα δεν αμφισβητήθηκε.,το να είναι κανείς αξιόπιστος,"αξιόπιστος, αξιόπιστα (επίρρ.)",,d_est_lexiko,3
αξιοπρέπεια,5,noun,Συμπεριφέρθηκε με αξιοπρέπεια.,"ευπρέπεια, σεβασμός στον εαυτό",,,d_est_lexiko,3
απάθεια,5,noun,Η απάθειά του μπροστά στο δράμα ξάφνιασε όλους.,έλλειψη ενδιαφέροντος ή συναισθήματος,απαθής,,d_est_lexiko,3
απαγγέλλω,5,noun,Οι μαθητές απαγγέλλουν το ποίημα.,λέω δυνατά ποίημα ή κείμενο,,,d_est_lexiko,3
απαγγελτικός,5,noun,Ο απαγγελτικός τόνος ταίριαζε στο ποίημα.,που ταιριάζει σε απαγγελία,,,d_est_lexiko,3
απαισιοδοξία,5,noun,Η απαισιοδοξία δεν βοηθάει στη λύση.,τάση να βλέπει κανείς το αρνητικό,"απαισιοδοξώ,",,d_est_lexiko,3
απαισιόδοξος,5,noun,Μην είσαι απαισιόδοξος πριν δοκιμάσεις.,που βλέπει όλα αρνητικά,,,d_est_lexiko,3
απαιτώ,5,verb,Οι εργαζόμενοι απαιτούν δίκαιους μισθούς.,ζητώ επιτακτικά,"απαίτηση,",,d_est_lexiko,3
απαλλάσσω,5,verb,Το δικαστήριο τον απάλλαξε από τις κατηγορίες.,αθωώνω· ελευθερώνω από υποχρέωση,,,d_est_lexiko,3
απασχόληση,5,noun,Οι κατασκηνώσεις είναι μια ευχάριστη απασχόληση.,δραστηριότητα· εργασία,απασχολώ Προσδιορ.:,,d_est_lexiko,3
απείθεια,5,noun,Η απείθεια σε απόφαση δικαστηρίου τιμωρείται.,άρνηση υπακοής,απειθής Προσδιορ.:,,d_est_lexiko,3
απεικόνιση,5,noun,Το διήγημα είναι πιστή απεικόνιση της εποχής.,αναπαράσταση,,,d_est_lexiko,3
απειράριθμος,5,noun,Στον ουρανό φαίνονται απειράριθμα αστέρια.,αμέτρητος,"άπειρα (επίρρ.), απείρως (επίρρ.)",,d_est_lexiko,3
απεργία,5,noun,Οι εργαζόμενοι κατέβηκαν σε απεργία.,διακοπή εργασίας ως διαμαρτυρία,"απεργώ, απεργός, απεργιακός Προσδιορ.: γενική, παράνομη, εικοσιτετράωρη, λευκή, πανελλαδική, πανεργατική, προειδοποιητική",,d_est_lexiko,3
απεσταλμένος,5,noun,Ο απεσταλμένος μετέφερε το μήνυμα.,πρόσωπο που στέλνεται για αποστολή,"ανταποκρίνομαι, ανταποκριτής Προσδιορ.:",,d_est_lexiko,3
απιστία,5,noun,Η απιστία πλήγωσε βαθιά τη φιλία τους.,έλλειψη πίστης ή εμπιστοσύνης,,,d_est_lexiko,3
απογοητεύω,5,verb,Μην απογοητεύεις τους φίλους σου.,προκαλώ απογοήτευση,"απογοήτευση, απογοητευτικός,",,d_est_lexiko,3
αποδεικτικός,5,noun,Παρουσίασε αποδεικτικά στοιχεία.,που χρησιμεύει ως απόδειξη,,,d_est_lexiko,3
αποδημητικός,5,adj,Τα χελιδόνια είναι αποδημητικά πουλιά.,που μεταναστεύει,"απόδημος, αποδημώ, αποδημία, αποδήμηση",,d_est_lexiko,3
αποκάλυψη,5,noun,Η αποκάλυψη της αλήθειας συγκλόνισε όλους.,φανέρωση κάτι κρυφού,"αποκαλύ πτω, αποκαλυπτικός,",,d_est_lexiko,3
απολυμαντικός,5,noun,Χρησιμοποίησε απολυμαντικό υγρό.,που απολυμαίνει,,,d_est_lexiko,3
απολύμανση,5,noun,Έγινε απολύμανση στην αίθουσα.,καθαρισμός από μικρόβια,,,d_est_lexiko,3
απομνημόνευση,5,noun,Η απομνημόνευση ποιήματος θέλει επανάληψη.,το να μαθαίνω απέξω,"απομνημονεύω,",,d_est_lexiko,3
απορρίπτω,5,verb,Ο καθηγητής απέρριψε την ασαφή απάντηση.,"δε δέχομαι, αποδοκιμάζω","απόρριψη, απορριπτι κός, απορριπτέος, απορρίμματα (τα)",,d_est_lexiko,3
αποσύνθεση,5,noun,Η αποσύνθεση οργανικών υλών είναι φυσική διαδικασία.,"σήψη, διάσπαση","αποσυνθέτω Προσδιορ.: αργή, βαθμιαία, στα διακή, προχωρημένη (1, 2), χημική (1), κοινωνική (2)",,d_est_lexiko,3
απουσία,5,noun,Η απουσία του έγινε αισθητή στην ομάδα.,το να λείπει κανείς,,,d_est_lexiko,3
απρόσιτος,5,adj,Η κορυφή του Ολύμπου φαινόταν απρόσιτη.,που δεν προσεγγίζεται εύκολα,,,d_est_lexiko,3
απτόητος,5,adj,Έμεινε απτόητος μπροστά στις δυσκολίες.,που δεν πτοείται,,,d_est_lexiko,3
απόδειξη,5,noun,Κράτησε την απόδειξη της πληρωμής.,έγγραφο· στοιχείο που αποδεικνύει,,,d_est_lexiko,3
απόρρητος,5,noun,Ο φάκελος είναι απόρρητος.,"μυστικός, εμπιστευτικός",,,d_est_lexiko,3
αρετή,5,noun,Η ειλικρίνεια είναι μεγάλη αρετή.,ηθική αξία,,,d_est_lexiko,3
αρμονία,5,noun,Στο έργο υπάρχει αρμονία χρωμάτων.,"σωστή αναλογία, ταίριασμα",,,d_est_lexiko,3
αρμόδιος,5,adj,Απευθυνθείτε στον αρμόδιο υπάλληλο.,που έχει δικαιοδοσία,"αρμόδια αρμοδίως (επίρρ.), αρμοδιότητα Προσδιοριζ.:",,d_est_lexiko,3
αρχή,5,noun,Μένουμε στην αρχή της οδού.,ξεκίνημα· κανόνας,,,d_est_lexiko,3
αρχαιρεσία,5,noun,Οι αρχαιρεσίες του συλλόγου έγιναν την Κυριακή.,εκλογή αρχής/διοίκησης,"αρχίζω, αρχικός, αρχικά (επίρρ.), αρχάριος, αρχείο, άρχοντας Προσδιορ.: αιώνια (2), επιστημονική (3), αρμόδια,",,d_est_lexiko,3
ασαφής,5,noun,Η οδηγία ήταν ασαφής και μπερδεύτηκαν.,όχι ξεκάθαρος,,,d_est_lexiko,3
αόριστα,5,noun,Μίλησε αόριστα για τα σχέδιά του.,χωρίς σαφήνεια,,,d_est_lexiko,3
αόριστος,5,noun,Στον αόριστο περιγράφουμε ολοκληρωμένες πράξεις.,γραμματικός χρόνος· ασαφής,,,d_est_lexiko,3
συμμετρία,5,noun,Το κτίριο έχει τέλεια συμμετρία.,ισορροπία μερών ως προς άξονα,"αρμονικός, αρμονικά (επίρρ.)",,d_est_lexiko,3
