word,grade,pos,hint,definition,family,synonyms,source,difficulty
αφαιρώ,3,verb,Αφαίρεσε τρία από το δέκα.,"βγάζω, μειώνω",,,a_b_c_lexiko,1
αφετηρία,3,noun,Σταθήκαμε στην αφετηρία του αγώνα.,σημείο εκκίνησης,,,a_b_c_lexiko,1
αφηρημάδα,3,noun,Η αφηρημάδα του κόστισε έναν βαθμό.,έλλειψη προσοχής,,,a_b_c_lexiko,2
αφηρημένα,3,adj,Κοίταζε αφηρημένα από το παράθυρο.,χωρίς συγκέντρωση,,,a_b_c_lexiko,2
αφηρημένος,3,adj,Είναι αφηρημένος στο μάθημα.,που δεν προσέχει,,,a_b_c_lexiko,2
αφρόλουτρο,3,noun,Έβαλε αφρόλουτρο στην μπανιέρα.,σαπούνι για μπάνιο,,,a_b_c_lexiko,2
αχνός,3,adj,Φαινόταν ένα αχνό φως μακριά.,"αδύναμος, θολός",,,a_b_c_lexiko,1
βάζω,3,verb,Βάζω το βιβλίο στη τσάντα.,τοποθετώ,,,a_b_c_lexiko,1
βέβαιος,3,adj,Είμαι βέβαιος για την απάντηση.,σίγουρος,,,a_b_c_lexiko,1
βήμα,3,noun,Έκανε ένα μεγάλο βήμα μπροστά.,κίνηση ποδιού,,,a_b_c_lexiko,1
βήχω,3,verb,Βήχει επειδή κρυολόγησε.,κάνω βήχα,,,a_b_c_lexiko,1
βίδα,3,noun,Σφίξε τη βίδα με το κατσαβίδι.,μεταλλικό εξάρτημα,,,a_b_c_lexiko,1
βαγόνι,3,noun,Καθίσαμε στο δεύτερο βαγόνι του τρένου.,όχημα τρένου,,,a_b_c_lexiko,1
βαθύς,3,adj,Η λίμνη είναι βαθιά σε εκείνο το σημείο.,με μεγάλο βάθος,,,a_b_c_lexiko,1
βαρύς,3,adj,Ο σάκος είναι πολύ βαρύς.,με μεγάλο βάρος,,,a_b_c_lexiko,1
βασανίζω,3,verb,Μην βασανίζεις τα ζώα.,ταλαιπωρώ,,,a_b_c_lexiko,1
βατραχοπέδιλο,3,noun,Φόρεσε τα βατραχοπέδιλα για κολύμπι.,πέδιλο για κολύμπι,,,a_b_c_lexiko,3
βαφτίζω,3,verb,Βάφτισαν το μωρό την Κυριακή.,τελώ βάπτιση,,,a_b_c_lexiko,1
βιάζομαι,3,verb,Βιάζομαι να προλάβω το λεωφορείο.,σπεύδω,,,a_b_c_lexiko,1
βιαστικός,3,adj,Μην είσαι τόσο βιαστικός στο φαγητό.,που βιάζεται,,,a_b_c_lexiko,2
βιβλιοπώλης,3,noun,Ο βιβλιοπώλης μάς πρότεινε ένα μυθιστόρημα.,που πουλάει βιβλία,,,a_b_c_lexiko,2
βλάβη,3,noun,Η βλάβη στο αυτοκίνητο διορθώθηκε.,ζημιά,,,a_b_c_lexiko,1
βλάκας,3,noun,Μην αποκαλείς βλάκα τον συμμαθητή σου.,ανόητος (υβριστικά),,,a_b_c_lexiko,1
βλάπτω,3,verb,Το κάπνισμα βλάπτει την υγεία.,κάνω κακό,,,a_b_c_lexiko,1
βλέπω,3,verb,Βλέπω τα αστέρια τη νύχτα.,αντιλαμβάνομαι με τα μάτια,,,a_b_c_lexiko,1
βλέφαρο,3,noun,Έκλεισε τα βλέφαρα και κοιμήθηκε.,δέρμα πάνω από το μάτι,,,a_b_c_lexiko,1
βοήθεια,3,noun,Ζήτησε βοήθεια από τον δάσκαλο.,υποστήριξη,,,a_b_c_lexiko,1
βοσκός,3,noun,Ο βοσκός οδηγεί τα πρόβατα.,που βοσκάει ζώα,,,a_b_c_lexiko,1
βοσκώ,3,verb,Τα πρόβατα βοσκούν στο λιβάδι.,τρώνε χόρτο,,,a_b_c_lexiko,1
βουλιάζω,3,verb,Το πλοίο βούλιαξε στη φουρτούνα.,βυθίζομαι,,,a_b_c_lexiko,1
βουτάω,3,verb,Βούτηξε στη θάλασσα με φόρα.,βουτώ,,,a_b_c_lexiko,1
βουτώ,3,verb,Βούτηξε το ψωμί στο γάλα.,βυθίζω στιγμιαία,,,a_b_c_lexiko,1
βούρτσα,3,noun,Βούρτσισε τα δόντια με την οδοντόβουρτσα.,εργαλείο καθαρισμού,,,a_b_c_lexiko,1
βράδυ,3,noun,Το βράδυ ανάβουμε τα φώτα.,τέλος ημέρας,,,a_b_c_lexiko,1
βρέχω,3,verb,Η βροχή έβρεξε όλους στον δρόμο.,κάνω υγρό,,,a_b_c_lexiko,1
βρίζω,3,verb,Δεν πρέπει να βρίζουμε.,λέω ύβρεις,,,a_b_c_lexiko,1
βραχνός,3,adj,Έχει βραχνή φωνή από το κρύωμα.,τραχιά φωνή,,,a_b_c_lexiko,1
βρισιά,3,noun,Οι βρισιές δεν επιτρέπονται στο σχολείο.,υβριστική λέξη,,,a_b_c_lexiko,1
βρομιά,3,noun,Καθάρισε τη βρομιά από το πάτωμα.,ακαθαρσία,,,a_b_c_lexiko,1
βροντή,3,noun,Ακούσαμε δυνατή βροντή.,ήχος καταιγίδας,,,a_b_c_lexiko,1
βροντώ,3,verb,Βροντάει ο ουρανός πριν βρέξει.,κάνω βροντή,,,a_b_c_lexiko,1
βρόμικος,3,adj,Ο δρόμος ήταν βρόμικος από τη λάσπη.,λερωμένος,,,a_b_c_lexiko,1
βρύση,3,noun,Άνοιξε τη βρύση και πλύσου.,πηγή νερού,,,a_b_c_lexiko,1
βυθίζομαι,3,verb,Το ξύλο δεν βυθίζεται εύκολα.,πάω κάτω από την επιφάνεια,,,a_b_c_lexiko,3
βυθίζω,3,verb,Βύθισε το δίχτυ στο νερό.,κάνω κάτι να βυθιστεί,,,a_b_c_lexiko,2
βύσσινο,3,noun,Φάγαμε γλυκό του κουταλιού βύσσινο.,ξινό κεράσι,,,a_b_c_lexiko,2
γάμος,3,noun,Στον γάμο χόρεψαν όλοι.,τελετή παντρειάς,,,a_b_c_lexiko,1
γένι,3,noun,Ο παππούς έχει άσπρο γένι.,τρίχες στο πρόσωπο,,,a_b_c_lexiko,1
γαβγίζω,3,verb,Ο σκύλος γαβγίζει στον κήπο.,κάνω «γαβ»,,,a_b_c_lexiko,1
γαλάζιος,3,adj,Ο ουρανός είναι γαλάζιος.,μπλε ανοιχτό,,,a_b_c_lexiko,1
γαλανός,3,adj,Φοράει γαλανή γραβάτα.,γαλάζιος,,,a_b_c_lexiko,1
γαρίδα,3,noun,Στο μενού έχει γαρίδες.,θαλάσσιο καρκινοειδές,,,a_b_c_lexiko,1
γαριδάκι,3,noun,Τα παιδιά λατρεύουν τα γαριδάκια.,μικρό σνακ,,,a_b_c_lexiko,1
γενειάδα,3,noun,Άφησε γενειάδα τον χειμώνα.,γένι,,,a_b_c_lexiko,1
γεννώ,3,verb,Η γάτα γέννησε τρία γατάκια.,φέρω στον κόσμο,,,a_b_c_lexiko,2
γερνώ,3,verb,Τα δέντρα γερνούν με τα χρόνια.,γίνομαι μεγάλος σε ηλικία,,,a_b_c_lexiko,1
γεύμα,3,noun,Το μεσημεριανό γεύμα ήταν νόστιμο.,φαγητό,,,a_b_c_lexiko,1
γεύση,3,noun,Η γεύση του κέικ είναι γλυκιά.,αίσθηση του στόματος,,,a_b_c_lexiko,1
γλιτώνω,3,verb,Γλίτωσε από τον κίνδυνο την τελευταία στιγμή.,σώζομαι,,,a_b_c_lexiko,1
γρήγορος,3,adj,Είναι γρήγορος δρομέας.,με ταχύτητα,,,a_b_c_lexiko,1
γραπώνω,3,verb,Γράπωσε το σχοινί με δύναμη.,πιάνω σφιχτά,,,a_b_c_lexiko,1
δέχομαι,3,verb,Δέχτηκε το δώρο με χαρά.,παραλαμβάνω,,,a_b_c_lexiko,1
δειλός,3,adj,Μην είσαι δειλός· δοκίμασε.,που φοβάται,,,a_b_c_lexiko,1
δεξιός,3,adj,Σήκωσε το δεξί χέρι.,στη δεξιά πλευρά,,,a_b_c_lexiko,2
δυσάρεστος,3,adj,Ήταν ένας δυσάρεστος θόρυβος.,όχι ευχάριστος,,,a_b_c_lexiko,2
δύσκολος,3,adj,Ο γρίφος είναι δύσκολος.,που δυσκολεύει,,,a_b_c_lexiko,1
ελαττώνω,3,verb,Ελάττωσε την ταχύτητα στο χωριό.,μειώνω,,,a_b_c_lexiko,2
ελαφρύς,3,adj,Το πακέτο είναι ελαφρύ.,όχι βαρύς,,,a_b_c_lexiko,1
ενδιαφέρων,3,adj,Είναι ένα ενδιαφέρον βιβλίο.,που προκαλεί ενδιαφέρον,,,a_b_c_lexiko,2
επιτυχία,3,noun,Η επιτυχία ήρθε μετά από κόπο.,καλό αποτέλεσμα,,,a_b_c_lexiko,1
επιφάνεια,3,noun,Καθάρισε την επιφάνεια του τραπεζιού.,εξωτερική πλευρά,,,a_b_c_lexiko,2
εργαστήριο,3,noun,Δουλεύουν στο εργαστήριο επιστήμης.,χώρος εργασίας/πειραμάτων,,,a_b_c_lexiko,2
ερχομός,3,noun,Ο ερχομός των καλεσμένων μάς χαροποίησε.,άφιξη,,,a_b_c_lexiko,1
εύκολος,3,adj,Ο γρίφος ήταν εύκολος.,χωρίς δυσκολία,,,a_b_c_lexiko,1
ζεστός,3,adj,Το τσάι είναι ακόμα ζεστό.,με υψηλή θερμοκρασία,,,a_b_c_lexiko,1
θαρραλέος,3,adj,Ο θαρραλέος πυροσβέστης έσωσε τον γάτο.,γενναίος,,,a_b_c_lexiko,3
καθαρίζω,3,verb,Καθαρίζω το δωμάτιό μου κάθε Σάββατο.,βγάζω τη βρομιά,,,a_b_c_lexiko,1
καθαριότητα,3,noun,Η καθαριότητα προστατεύει την υγεία.,το να είναι κάτι καθαρό,,,a_b_c_lexiko,3
καθυστερώ,3,verb,Μην καθυστερείς στην παράδοση της εργασίας.,αργώ,,,a_b_c_lexiko,2
κρατώ,3,verb,Κράτα γερά το τιμόνι.,έχω στα χέρια,,,a_b_c_lexiko,1
κρύβομαι,3,verb,Το παιδί κρύβεται πίσω από την πόρτα.,μένω κρυφός,,,a_b_c_lexiko,1
κόσμος,3,noun,Ο κόσμος είναι γεμάτος ομορφιές.,γη· άνθρωποι,,,a_b_c_lexiko,1
λείπω,3,verb,Λείπει από το σχολείο σήμερα.,απουσιάζω,,,a_b_c_lexiko,1
λερωμένος,3,adj,Ο μανδύας είναι λερωμένος.,βρόμικος,,,a_b_c_lexiko,2
λερώνομαι,3,verb,Πρόσεχε να μην λερωθείς με μπογιά.,γίνομαι λερωμένος,,,a_b_c_lexiko,2
λερώνω,3,verb,Μην λερώνεις το τραπεζομάντιλο.,κάνω βρόμικο,,,a_b_c_lexiko,1
λευκός,3,adj,Το χαρτί είναι λευκό.,άσπρος,,,a_b_c_lexiko,1
μακροβούτι,3,noun,Έκανε μακροβούτι στην πισίνα.,παραμονή κάτω από το νερό,,,a_b_c_lexiko,2
ματιά,3,noun,Έριξε μια ματιά στο ρολόι.,βλέμμα,,,a_b_c_lexiko,1
μαυρίζω,3,verb,Μαύρισαν από τον ήλιο στην παραλία.,γίνομαι μαύρος/μαυρισμένος,,,a_b_c_lexiko,1
μαύρος,3,adj,Ο μαύρος σκύλος σταμάτησε μπροστά.,σκούρο χρώμα,,,a_b_c_lexiko,1
μεγαλώνω,3,verb,Τα παιδιά μεγαλώνουν γρήγορα.,γίνομαι μεγαλύτερος,,,a_b_c_lexiko,1
μικρός,3,adj,Έχει ένα μικρό αδελφάκι.,όχι μεγάλος,,,a_b_c_lexiko,1
μπαίνω,3,verb,Μπαίνω στην τάξη στην ώρα μου.,εισέρχομαι,,,a_b_c_lexiko,1
μπιζέλι,3,noun,Βάλαμε μπιζέλια στη σούπα.,όσπριο,,,a_b_c_lexiko,1
μπουμπουνίζει,3,verb,Μπουμπουνίζει· έρχεται καταιγίδα.,ακούγονται βροντές,,,a_b_c_lexiko,3
μυρωδιά,3,noun,Η μυρωδιά του ψωμιού γέμισε το σπίτι.,"όσφρηση, άρωμα",,,a_b_c_lexiko,1
νέος,3,adj,Είναι ακόμα νέος και γεμάτος ιδέες.,νεαρός,,,a_b_c_lexiko,1
ναύτης,3,noun,Ο ναύτης δούλευε στο κατάστρωμα.,πλήρωμα πλοίου,,,a_b_c_lexiko,1
νικώ,3,verb,Νίκησαν στον τελικό αγώνα.,κερδίζω,,,a_b_c_lexiko,1
νοτιάς,3,noun,Ο νοτιάς έφερε ζέστη.,νότιος άνεμος,,,a_b_c_lexiko,1
νότος,3,noun,Φυσάει νότος σήμερα.,νότιος άνεμος,,,a_b_c_lexiko,1
ξεβιδώνω,3,verb,Ξεβίδωσε τη βίδα με το κατσαβίδι.,βγάζω βίδα,,,a_b_c_lexiko,1
ξεκινώ,3,verb,Ξεκινάμε την εκδρομή στις επτά.,αρχίζω,,,a_b_c_lexiko,1
οδοντόβουρτσα,3,noun,Άλλαξε οδοντόβουρτσα κάθε τρεις μήνες.,βούρτσα δοντιών,,,a_b_c_lexiko,3
ουρλιάζω,3,verb,Ο λύκος ουρλιάζει τη νύχτα.,βγάζω δυνατή κραυγή,,,a_b_c_lexiko,1
πάτος,3,noun,Στον πάτο της θάλασσας υπάρχουν κοχύλια.,κάτω μέρος,,,a_b_c_lexiko,1
παρατώ,3,verb,Μην παρατάς την προσπάθεια.,εγκαταλείπω,,,a_b_c_lexiko,1
παρουσία,3,noun,Η παρουσία του καθηγητή ηρέμησε την τάξη.,το να είναι κανείς παρών,,,a_b_c_lexiko,1
προαύλιο,3,noun,Παίζουμε στο προαύλιο του σχολείου.,αυλή σχολείου,,,a_b_c_lexiko,1
προσεκτικός,3,adj,Να είσαι προσεκτικός στον δρόμο.,με προσοχή,,,a_b_c_lexiko,2
προσοχή,3,noun,Δώσε προσοχή στην άσκηση.,συγκέντρωση,,,a_b_c_lexiko,1
ρηχός,3,adj,Η θάλασσα είναι ρηχή εδώ.,με λίγο βάθος,,,a_b_c_lexiko,1
ρουφάω,3,verb,Ρούφηξε τη σούπα με το κουτάλι.,ρουφώ,,,a_b_c_lexiko,1
σίγουρος,3,adj,Είμαι σίγουρος για την απάντηση.,βέβαιος,,,a_b_c_lexiko,1
σημασία,3,noun,Αυτή η λέξη έχει διπλή σημασία.,νόημα,,,a_b_c_lexiko,1
σοβαρός,3,adj,Το θέμα είναι σοβαρό.,σημαντικός· όχι αστείο,,,a_b_c_lexiko,1
σπουδαίος,3,adj,Έκανε έναν σπουδαίος άθλο.,πολύ σημαντικός,,,a_b_c_lexiko,2
συνήθεια,3,noun,Το διάβασμα έγινε συνήθεια.,συνηθισμένη πράξη,,,a_b_c_lexiko,1
συνηθισμένος,3,adj,Είναι συνηθισμένος στον θόρυβο της πόλης.,που τον συνηθίζει κανείς,,,a_b_c_lexiko,3
τέρμα,3,noun,Φτάσαμε στο τέρμα του αγώνα.,τέλος,,,a_b_c_lexiko,1
τελειώνω,3,verb,Τελείωσα την εργασία μου.,ολοκληρώνω,,,a_b_c_lexiko,1
τυχερός,3,adj,Ήταν τυχερός στον διαγωνισμό.,με τύχη,,,a_b_c_lexiko,1
χάνω,3,verb,Μην χάνεις τον χρόνο σου άσκοπα.,δεν βρίσκω· αποτυγχάνω,,,a_b_c_lexiko,1
χλωμός,3,adj,Έγινε χλωμός από τον φόβο.,ωχρός,,,a_b_c_lexiko,1
χρήσιμος,3,adj,Ο οδηγός είναι χρήσιμος.,που χρησιμεύει,,,a_b_c_lexiko,1
χρησιμεύω,3,verb,Το σχοινί χρησιμεύει για δέσιμο.,είμαι χρήσιμος,,,a_b_c_lexiko,2
χώμα,3,noun,Φυτέψαμε λουλούδια στο χώμα.,έδαφος,,,a_b_c_lexiko,1
ωραίος,3,adj,Είναι ένας ωραίος πίνακας.,όμορφος,,,a_b_c_lexiko,1
