word,grade,pos,hint,definition,family,synonyms,source,difficulty
κρίθηκαν,4,noun,"Το κάπνισμα ποτέ δεν είναι αθώο, γιατί ___","αυτός που δεν έχει πονηριά, ο αγνός","αθώα (επίρρ.), αθωώνω, αθώωση, αθωότητα, αθωωτικός",,d_est_lexiko,1
λιμενίσκος,4,noun,,,,,d_est_lexiko,2
λόγιος,4,noun,,,Οικογένεια Λέξεων ορ,,d_est_lexiko,1
μετριοπάθεια,4,noun,,,"αδιάλλακτος, αδιάλλακτα (επίρρ.)",,d_est_lexiko,3
πίνεται,4,noun,Το αίνιγμα «Ψηλός ψηλός ___,"φράση σκόπιμα ασαφής, με νόημα που δεν","αινιγματικά (επίρρ.), αινιγματικός, αινιγματώδης",,d_est_lexiko,1
παραδέχομαι,4,noun,Χωρίς δισταγμό αναγνώρισε ποιο ήταν το σωστό ___,(μτβ.) δείχνω την εκτίμησή μου προς κάποιον ή,"αναγνώριση, αναγνωριστικός, αναγνωριστικά (επίρρ.)…",,d_est_lexiko,2
παρασύρεται,4,adj,Μερικές φορές το ___,Μερικές φορές το,,,d_est_lexiko,2
που,4,noun,Είναι αγροίκος και ___,Είναι αγροίκος και,,,d_est_lexiko,1
πραγματικότητα,4,noun,,,"αληθής, αληθινός, αληθεύω Προσδιορ.: αναμφισβήτητη…",,d_est_lexiko,3
σημεία,4,noun,Οι ακτίνες του ήλιου έμπαιναν στο δωμάτιο από το ανοιχτό παράθυρο ___,η φωτεινή γραμμή που,"ακτινωτός,",,d_est_lexiko,1
σπουδαίο,4,noun,Οι δώδεκα άθλοι του Ηρακλή είναι ___,Οι δώδεκα άθλοι του Ηρακλή είναι,"αθλούμαι, άθλημα, αθλητής, αθλητικός, άθληση",,d_est_lexiko,1
Συντομογραφίες,4,noun,,,,,d_est_lexiko,3
του,4,noun,___ πήρε τον,Του πήρε τον,,,d_est_lexiko,1
υδαταγωγός,4,noun,,,,,d_est_lexiko,2
υποχρεώνω,4,noun,Ανάγκασε τον αντίπαλο να ___,Ανάγκασε τον αντίπαλο να,"ανάγκη, αναγκαίος, αναγκαιότητα,",,d_est_lexiko,2
χάνοντας,4,noun,,,"αδέξια (επίρρ.),",,d_est_lexiko,1
Χριστόφορος,4,noun,,"(μτβ.) φανερώνω, αποκαλύπτω",ανακάλυψη,,d_est_lexiko,2
