word,grade,pos,hint,definition,family,synonyms,source,difficulty
διώρυγα,6,noun,Η διώρυγα του Ισθμού συνδέει δύο θάλασσες.,τεχνητό κανάλι,,,d_est_lexiko,3
δραχμή,6,noun,Η δραχμή ήταν παλαιό ελληνικό νόμισμα.,παλιό νόμισμα,,,d_est_lexiko,3
δόξα,6,noun,Η δόξα του αθλητή κράτησε χρόνια.,"τιμή, φήμη","δοξάζω, δοξασία, δοξαστικός Προσδιορ.: αθάνατη, αιώνια, εφήμερη","αίγλη, μεγαλεία",d_est_lexiko,3
είδηση,6,noun,Η είδηση για τη νίκη διαδόθηκε γρήγορα.,"πληροφορία, μήνυμα",,,d_est_lexiko,3
εθνοσυνέλευση,6,noun,Η Εθνοσυνέλευση ψήφισε νέο σύνταγμα.,συνέλευση αντιπροσώπων του έθνους,"εθνικός, εθνικότητα, εθνικιστής, εθνικισμός, εθνότητα Προσδιορ.: ένδοξο, μαρτυρικό, δοξασμένο, φιλειρηνικό, αρχαίο",,d_est_lexiko,3
ειλικρίνεια,6,noun,Θα σου μιλήσω με ειλικρίνεια.,αλήθεια χωρίς προσποίηση,"ειλικρινής, ειλικρινά (επίρρ.)","ευθύτητα, ανυποκρισία",d_est_lexiko,3
ειρήνη,6,noun,Όλοι εύχονται ειρήνη στον κόσμο.,κατάσταση χωρίς πόλεμο,"ειρηνικός, ειρηνικά (επίρρ.), ειρηνεύω, ειρή νευση,",,d_est_lexiko,3
εκκλησία,6,noun,Η εκκλησία της ενορίας είναι παλιά.,χριστιανικός ναός· κοινότητα πιστών,,,d_est_lexiko,3
εκλεγμένος,6,noun,Είναι εκλεγμένος βουλευτής για δεύτερη θητεία.,που έχει εκλεγεί,"βουλή, βουλευτικός βράδυ (το)","κοινοβουλευτικός,",d_est_lexiko,3
εκλογή,6,noun,Η εκλογή του προέδρου έγινε με μυστική ψηφοφορία.,ανάδειξη με ψήφο,"εκλέγω, εκλεγμένος, εκλογικός, εκλόγιμος Προσδιορ.:",,d_est_lexiko,3
εκτιμώ,6,verb,Εκτιμώ πολύ την προσπάθειά σου.,υπολογίζω αξία· θεωρώ σημαντική,,,d_est_lexiko,3
εκφράζω,6,noun,Εκφράζει ελεύθερα τη γνώμη του.,"δηλώνω, φανερώνω",,παραπονούμαι,d_est_lexiko,3
ελαττωματικότητα,6,noun,Ελέγχουν την ελαττωματικότητα των προϊόντων.,ύπαρξη ελαττωμάτων,,,d_est_lexiko,3
ελευθερία,6,noun,Οι Έλληνες υπερασπίστηκαν την ελευθερία τους.,απουσία καταναγκασμού,"ελεύθερος, ελεύθερα (επίρρ.), ελευθερώνω, ελευθέρωση, ελευθερωτής",,d_est_lexiko,3
εμπιστοσύνη,6,noun,Κέρδισε την εμπιστοσύνη των συμμαθητών του.,πίστη στην αξιοπιστία κάποιου,"έμπιστος, εμπιστεύομαι, εμπιστευτικός","αξιοπιστία, πίστη",d_est_lexiko,3
εντύπωση,6,noun,Μας έδωσε την εντύπωση ότι λέει την αλήθεια.,αίσθηση που μένει,"εντυπωσιάζω, εντυπωσιακός, εντυπωσιασμός",ιδέα (2),d_est_lexiko,3
εξετάζω,6,verb,Ο ανακριτής εξέτασε τον μάρτυρα.,παρατηρώ προσεκτικά· ελέγχω,"εξέταση, εξεταστής, εξεταστέος, εξεταστικός,",διερευνώ (1),d_est_lexiko,3
εξεταστικά,6,noun,Τα εξεταστικά θέματα ήταν δύσκολα.,που αφορούν εξετάσεις,,,d_est_lexiko,3
εξοφλητικός,6,noun,Πήρε εξοφλητική απόδειξη από το ταμείο.,που δείχνει πλήρη πληρωμή,,,d_est_lexiko,3
εξοφλώ,6,verb,Εξόφλησε το χρέος του εγκαίρως.,πληρώνω πλήρως,"εξόφληση,","αποπληρώνω, ξεπληρώνω",d_est_lexiko,3
επίθεση,6,noun,Ο εχθρός πραγματοποίησε αεροπορική επίθεση.,επιθετική ενέργεια,,"έφοδος, προσβολή,",d_est_lexiko,3
επανάσταση,6,noun,Η ελληνική επανάσταση του 1821 άλλαξε την ιστορία.,ομαδική εξέγερση,,,d_est_lexiko,3
επαρχία,6,noun,Πήρε μετάθεση από την επαρχία στην πρωτεύουσα.,διοικητική περιφέρεια,"έπαρχος, επαρχείο,","περιφέρεια, ύπαιθρος (2)",d_est_lexiko,3
επαρχιώτης,6,noun,Ο επαρχιώτης περιέγραψε τη ζωή στο χωριό.,κάτοικος επαρχίας,"επεισοδιακός, επεισοδιακά (επίρρ.)",καβγάς (2),d_est_lexiko,3
επιβάλλω,6,verb,Μετά το ταξίδι επιβάλλεται ξεκούραση.,αναγκάζω· είναι απαραίτητο,επιβολή,"υποχρεώνω (1),",d_est_lexiko,3
επιβραβεύω,6,verb,Ο δάσκαλος επιβράβευσε την προσπάθεια.,δίνω αμοιβή/έπαινο,επιβράβευση,"βραβεύω, ανταμείβω,   επιδοκιμάζω",d_est_lexiko,3
επιδρομή,6,noun,Η επιδρομή αποκρούστηκε εγκαίρως.,ξαφνική επίθεση,,,d_est_lexiko,3
επιθετικότητα,6,noun,Η επιθετικότητα δεν λύνει τα προβλήματα.,τάση για επίθεση,,,d_est_lexiko,3
επιθυμώ,6,verb,Επιθυμώ να μάθω κι άλλες γλώσσες.,"θέλω, εύχομαι","επιθυμία, επιθυμητός","λαχταρώ, ποθώ",d_est_lexiko,3
επικοινωνία,6,noun,Η επικοινωνία μεταξύ μας πρέπει να είναι ανοιχτή.,ανταλλαγή μηνυμάτων,,,d_est_lexiko,3
ζωγραφική,6,noun,Ασχολείται με τη ζωγραφική από μικρός.,τέχνη της απεικόνισης με χρώματα,,,d_est_lexiko,3
σταθμός,6,noun,Η ανακάλυψη ήταν σταθμός στην επιστήμη.,σημαντικό σημείο· τόπος στάσης,"επαναστατώ, επαναστάτης, επαναστατικά (επίρρ.)","εξέγερση, στάση,",d_est_lexiko,3
