word,grade,pos,hint,definition,family,synonyms,source,difficulty
αδελφούλα,1,noun,Στον πληιυντικί λέμε και τα αδέρφια ___.,"- ΅έμε και αδερφίς, αδερφή.",,,abc_lexiko,2
αδιάφορος,1,noun,ρούχα. Άεν ενδιαφέρεται για τη μίδα ___.,,,,abc_lexiko,2
αδιάφορος,1,noun,ρούχα. Άεν ενδιαφέρεται για τη μίδα ___.,,,,abc_lexiko,2
άδικος,1,noun,υπάρχει ένας ψηλίς άσπρος τοίχος ___.,,,,abc_lexiko,1
δίκαιος,1,noun,◊ταν δίκαιη και δεν έκανε αδικία ___.,,,,abc_lexiko,1
αδύναμος,1,verb,μέρες. Ένιωιε πολύ αδύναμη ___.,,,,abc_lexiko,1
δυνατίς,1,noun,"δύναμη, είχε αδυναμία ___.",,,,abc_lexiko,1
αδύνατος,1,noun,ιείος Αλέκος ψηλίς και χοντρίς ___.,,,,abc_lexiko,1
λεπτίς,1,noun,αριιμητική. Άεν την καταλαβαίνει ___,,,,abc_lexiko,1
αέρας,1,noun,ούτε υγρά. O ___ που αναπνέουμε,αέριο [το] ουσιαστικί(αέρια),,,abc_lexiko,1
αεροσκάφος,1,noun,απογειώνονται στα αεροδρίμια. Δα ___,,,,abc_lexiko,2
πιλίτος,1,noun,ταξίδι με αεροπλάνο ___.,,,,abc_lexiko,1
αεροπλάνο,1,noun,δυνατί ράμφος και μυτερά νύχια. Oι ___,αετίς [ο] ουσιαστικί(αετοί),,,abc_lexiko,2
ινητίς,1,noun,τρέξιμο και το τένις είναι αιλήματα ___.,άιλημα [το] ουσιαστικί(αιλήματα),,,abc_lexiko,1
σπορ,1,noun,για να συμμετέχουν σε αγώνες ___.,"αιλητής [ο], αιλήτρια [η] ουσιαστικί",,,abc_lexiko,1
αιλητισμίς,1,noun,___την αρχαία δλλάδα.,,,,abc_lexiko,2
ένοχος,1,noun,κακία. Δο ίδιο κι ένα αιώο αστείο ή ___,,,,abc_lexiko,1
άκακος,1,noun,ανιρώπους. Δέτοια δωμάτια είναι οι ___,αίιουσα [η] ουσιαστικί(αίιουσες),,,abc_lexiko,1
αίμα,1,noun,λίγια. ∫άνουμε μία ερώτηση και ___,"αιμορραγώ ρήμα (αιμορράγησα, ια",,,abc_lexiko,1
δισκοβολία,1,noun,Eδώ παρουσιάσαμε μερικά αιλήματα του στίβου. ¶ροσπάιησε να ιυμηιείς και άλλα ___,,,,abc_lexiko,2
αίσιηση,1,noun,αυτί που αισιανίμαστε. ___,,,,abc_lexiko,1
Ήταν,1,noun,Ένας αιώνας είναι εκατί χρίνια ___.,αιώνας [ο] ουσιαστικί(αιώνες),,,abc_lexiko,1
αιχμαλωτίζω,1,noun,Ένας αιώνας είναι εκατί χρίνια ___.,αιώνας [ο] ουσιαστικί(αιώνες),,,abc_lexiko,2
σκληρίκαρδος,1,noun,καταλαβαίνει η Αιηνά και να ιυμώνει ___.,,,,abc_lexiko,3
πονίψυχος,1,noun,καταλαβαίνει η Αιηνά και να ιυμώνει ___.,,,,abc_lexiko,2
καταλαβαίνω,1,noun,παιχνίδι με τ’ αυτοκινητάκια του. Άεν ___,,,,abc_lexiko,2
ανοικοκύρευτος,1,noun,παιχνίδι με τ’ αυτοκινητάκια του. Άεν ___,,,,abc_lexiko,3
ατακτοποίητος,1,noun,,ακινησία [η] ουσιαστικί(ακινησίες),,,abc_lexiko,3
τακτοποιημένος,1,noun,,ακινησία [η] ουσιαστικί(ακινησίες),,,abc_lexiko,3
ακούω,1,verb,ίταν πηγαίνει στη δουλειά του ___.,"ακολουιώ, ακολουιούμαι ρήμα",,,abc_lexiko,1
προηγούμαι,1,verb,φιινίπωρο. Έρχεται μετά το ___,,,,abc_lexiko,2
αγγίζω,1,noun,πάιει η Αιηνά. Õφησε τη βαλίτσα της ___,,,,abc_lexiko,2
ακριβίς,1,noun,έγινε στη χιεσινή εκδρομή. Ώας είπε ___,πληρώνουμε γι’ αυτί πολλά χρήματα.,,,abc_lexiko,1
φτηνίς,1,noun,έγινε στη χιεσινή εκδρομή. Ώας είπε ___,,,,abc_lexiko,1
περίπου,1,noun,μεγάλα και δυνατά πίσω πίδια ___.,ακρίδα [η] ουσιαστικί(ακρίδες),,,abc_lexiko,1
ακροατής,1,noun,ν’ ακούσουν μία ομιλία ___.,"ακροατής [ο], ακροάτρια [η] ουσιαστικί",,,abc_lexiko,1
ακροβάτης,1,noun,στεριάς δίπλα στη ιάλασσα. Π ___,ακρογιάλι [το] ουσιαστικί(ακρογιάλια),,,abc_lexiko,2
ακρογιαλιά,1,noun,στεριάς δίπλα στη ιάλασσα. Π ___,,,,abc_lexiko,2
ακροιαλασσιά,1,noun,ρίδας με το λάστιχο ___.,ακτίνα [η] ουσιαστικί(ακτίνες),,,abc_lexiko,3
αλάτι,1,noun,βούτυρο και μαρμελάδα. Õπλωσε ___,"αλέιω, αλέιομαι ρήμα (άλεσα, ια αλέσω)",,,abc_lexiko,1
αλεύρι,1,noun,,,,,abc_lexiko,1
οινίπνευμα,1,noun,ψήλωσε και αδυνάτισε ___.,"αλλάζω ρήμα (άλλαξα, ια αλλάξω)",,,abc_lexiko,2
ψέμα,1,noun,απί τη φαντασία του» είπε ο ∫ώστας ___.,,,,abc_lexiko,1
αληθινός,1,noun,απί τη φαντασία του» είπε ο ∫ώστας ___.,,,,abc_lexiko,2
ψεύτικος,1,noun,λυπίμαστε για κάτι που έγινε ___.,,,,abc_lexiko,1
πραγματικός,1,noun,λυπίμαστε για κάτι που έγινε ___.,,,,abc_lexiko,2
αλήιεια,1,noun,λυπίμαστε για κάτι που έγινε ___.,,,,abc_lexiko,1
ίππος,1,noun,"σ’ ένα άλογο, κάνουμε ιππασία ___.",,,,abc_lexiko,2
αλείφω,1,noun,χοντρή αλυσίδα. Π αλυσίδα είναι ___,αλυσίδα [η] ουσιαστικί(αλυσίδες),,,abc_lexiko,1
αμαρτία,1,noun,,αμαρτία [η] ουσιαστικί(αμαρτίες),,,abc_lexiko,1
άπειρος,1,noun,κομματάκια πέτρας. Ώοιάζει με σκίνη ___,,,,abc_lexiko,1
αμπελώνας,1,noun,με αμύγδαλα. δίναι οι μικροί καρποί ___,αμύγδαλο [το] ουσιαστικί(αμύγδαλα),,,abc_lexiko,2
κλήμα,1,noun,με αμύγδαλα. δίναι οι μικροί καρποί ___,αμύγδαλο [το] ουσιαστικί(αμύγδαλα),,,abc_lexiko,1
αμύνομαι,1,verb,"των ληστών, γιατί κινδύνευε η ζωή του ___.","αμύνομαι ρήμα (αμύνιηκα, ια αμυνιώ)",,,abc_lexiko,1
αναγκαστικός,1,noun,γιατρί για το αυτί του. αρειάστηκε να ___,ανάγκη [η] ουσιαστικί(ανάγκες),,,abc_lexiko,3
ανάγκη,1,noun,γιατρί για το αυτί του. αρειάστηκε να ___,ανάγκη [η] ουσιαστικί(ανάγκες),,,abc_lexiko,1
παραδέχομαι,1,noun,καταλάβει τι συμβαίνει γύρω του ___.,,,,abc_lexiko,2
αναγνώριση,1,noun,καταλάβει τι συμβαίνει γύρω του ___.,,,,abc_lexiko,2
αναγνωρίζω,1,verb,καταλάβει τι συμβαίνει γύρω του ___.,,,,abc_lexiko,2
ευαίσιητος,1,noun,κάτι που δε γνώριζες πριν ___.,"ανακαλύπτω, ανακαλύπτομαι ρήμα",,,abc_lexiko,2
ανακαλύπτω,1,verb,"μαζί, ώστε να γίνουν ένα πράγμα ___.","ανακατεύομαι, ανακατώνομαι ρήμα",,,abc_lexiko,2
ανακοινώνω,1,noun,πρώτο και πριν απί το δεύτερο ___.,,,,abc_lexiko,2
μεταξύ,1,noun,ΠΑιηνά κάιεται ανάμεσα στα δύο αγίρια ___.,,,,abc_lexiko,1
σωστίνα,1,noun,κύριο Ώιχάλη η ιεία του ___.,,,,abc_lexiko,1
ανακατεύεσαι,1,noun,κύριο Ώιχάλη η ιεία του ___.,,,,abc_lexiko,3
ανασαίνω,1,noun,που του έτυχε. Ώπήκαν κλέφτες στο ___,αναπνοή [η] ουσιαστικί(αναπνοές),,,abc_lexiko,1
αναπνέω,1,noun,που του έτυχε. Ώπήκαν κλέφτες στο ___,αναποδιά [η] ουσιαστικί(αναποδιές),,,abc_lexiko,1
αναποδιά,1,noun,εκδρομή. Δελικά δεν πήγε ούτε ο ___,,,,abc_lexiko,1
αποφασιστικός,1,noun,περισσίτερα γι’ αυτί ___.,αναπτήρας [ο] ουσιαστικί(αναπτήρες),,,abc_lexiko,3
ανάβω,1,verb,περισσίτερα γι’ αυτί ___.,"αναρωτιέμαι ρήμα (αναρωτήιηκα, ια",,,abc_lexiko,1
ανάσα,1,noun,,ανάσα [η] ουσιαστικί(ανάσες),,,abc_lexiko,1
μπρούμυτα,1,verb,O ∫ώστας είναι ξαπλωμένος ανάσκελα ___.,,,,abc_lexiko,2
δύση,1,noun,του ήλιου απί την ταράτσα ___.,,,,abc_lexiko,1
κατεβάζω,1,noun,άλλο μέρος που είναι ψηλά ___.,"ανεβαίνω ρήμα (ανέβηκα, ια ανεβώ)",,,abc_lexiko,1
κατεβαίνω,1,noun,ιστορία που μας κάνει να γελάμε ___.,ανέκδοτο [το] ουσιαστικί(ανέκδοτα),,,abc_lexiko,2
σέβομαι,1,noun,…………………....................…………… ___,- Ώε ακούς και γελάς. Δι είμαι;,,,abc_lexiko,1
ανθρώπινος,1,noun,παιδιά είναι άνιρωποι ___.,ανιοδοχείο [το] ουσιαστικί,,,abc_lexiko,2
στολίσουμε,1,noun,παιδιά είναι άνιρωποι ___.,ανιοπωλείο [το] ουσιαστικί,,,abc_lexiko,2
βάζο,1,noun,παιδιά είναι άνιρωποι ___.,ανιοπωλείο [το] ουσιαστικί,,,abc_lexiko,1
λουλούδι,1,noun,παιδιά είναι άνιρωποι ___.,άνιρωπος [ο] ουσιαστικί(άνιρωποι),,,abc_lexiko,1
ανιρώπινος,1,noun,δίντι του ίλο το βράδυ ___.,ανησυχία [η] ουσιαστικί(ανησυχίες),,,abc_lexiko,2
ανήσυχος,1,verb,δίντι του ίλο το βράδυ ___.,,,,abc_lexiko,1
αναστατωμένος,1,noun,νιώιει ανησυχία. ανησυχώ ___,,,,abc_lexiko,3
